date	round_id	phase	source	exact_query_or_seed	direction	hits	screened	included_keys	excluded_keys	notes
2026-08-04	sympaths-forward-25	forward-snowballing	OpenCitations COCI API	DOI:10.1007/978-3-030-64354-6_13	forward	1	1	deboer2021explained	-	seed-key:deboer2020sympaths; complete COCI DOI-to-DOI response on 2026-08-04; OpenAlex and Semantic Scholar returned HTTP 429; the one bounded-index citer adds no cluster or close competitor; snapshot screening/opencitations-deboer2020sympaths-forward.tsv
2026-08-04	marking-estimator-primary-25	backward-snowballing	Exact author-hosted ACC bibliography	DOI:10.1109/ACC.2003.1238961	backward	12	12	caines1988observers,giua1997estimators,giua2002observability	-	seed-key:giua2003marking; primary-complete; exact 12-item bibliography transcribed from the author-hosted ACC PDF; the event-observation estimator antecedent reopens the lineage, while observability and automata-observer works provide supporting boundaries; snapshot screening/primary-giua2003marking-backward.tsv
2026-08-04	marking-estimator-forward-25	forward-snowballing	Semantic Scholar Graph API	DOI:10.1109/ACC.2003.1238961	forward	16	16	li2013minimum,corona2003observers	li2009minimum	seed-key:giua2003marking; exact-DOI citation list; OpenAlex returned HTTP 429; the expanded minimum-initial-marking work and same-year nondeterministic observer reopen the map, while optimization, fuzzy, heuristic, and application records were screened without importing exact claims; snapshot screening/semantic-scholar-giua2003marking-forward.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	binary neural network Boolean rule extraction hidden neuron redundancy exact	query	313254	100	mereani2019rule,muselli1999binaryrules,debarros1999boolean,yang2004booleanrules,hwang2023generalrules	-	C27-01; all 100 records title-screened; exact Boolean-rule works and posted versions were already reconciled; convolutional and pruning extensions are heuristic or approximate and add no observer quotient; snapshot screening/crossref-closure-27-01.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	abstract subsumption symbolic execution heap state inclusion	query	3705473	100	hillery2016heap,braione2026pose,zambon2012subsumption,anand2006subsumption,herdt2016subsumption	-	C27-02; all 100 records title-screened; exact guarded heap summaries, path-optimal ite-valued heap execution, and abstract graph subsumption reopen the map; primary evidence and the unproved POSE GSE-equivalence boundary were reconciled; snapshot screening/crossref-closure-27-02.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	learned state pruning symbolic execution coverage approximation	query	2606410	100	cha2020homi,chen2025numscout,yi2024compatible,smartexecutor2025	-	C27-03; all 100 records title-screened; only existing learned, compatibility, and coverage-guided lineages survived; infeasible-path and search-policy records add no exact quotient; snapshot screening/crossref-closure-27-03.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	counterexample complete higher order function verification SMT	query	2391619	100	unno2013relative,unno2018relative,voirol2015counterexample,you2021higherorder	unno2013sigplan	C27-04; all 100 records title-screened; relatively complete refinement-type predecessors and their practical incompleteness were reconciled; the duplicate POPL journal alias was excluded and no new observer-fiber enumerator was found; snapshot screening/crossref-closure-27-04.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	event observation state estimator Petri net consistent marking	query	2805331	100	jiroveanu2008monitoring,giua2003marking,ghazel2009observer,arichi2026estimation,tong2016observation	tong2014observation	C27-05; all 100 records title-screened; minimal explanations with exact basis closure, observation-equivalent generator compilation, and a no-transition-observation estimator reopen the map; snapshot screening/crossref-closure-27-05.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	minimum initial marking observed label word Petri net	query	819676	100	li2013minimum,ruan2019unobservable,yue2024minimal,yue2025prediction,li2024timedstate,li2026minimumstate,abdellatif2019ptime,cabasino2014initialprob,cabasino2013uncertain	li2009minimum	C27-06; all 100 records title-screened; exact silent-transition, minimal-explanation, token-prediction, timed-state, and probabilistic extensions reopen the map; heuristic optimization variants were not promoted to exact; snapshot screening/crossref-closure-27-06.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	color quotient unfolding colored Petri net bisimulation	query	441786	100	bilgram2023unfolding,chatain2022pomset	-	C27-07; all 100 records title-screened; reset-net pomset bisimulation and finite unfolding strengthen the existing run-reduction lineage without a new input observer; alternate Bilgram metadata was adjudicated once; snapshot screening/crossref-closure-27-07.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	symbolic path schedule partial order reduction completeness	query	1676410	100	kahlon2009mpor,vandermeulen2011por,bhattacharya2005symbolicpor,herdt2019symbolicpor,ranjha2022schedule	alur1997partialorder	C27-08; all 100 records title-screened; existing exact symbolic POR dominates; schedule-abstraction POR adds an explicit small-overapproximation boundary; snapshot screening/crossref-closure-27-08.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	optimal symbolic partial order reduction SMT interleavings	query	1834556	100	abdulla2014optimal,abdulla2017sourcesets,nguyen2021quasioptimal,abdulla2022stateless,aronis2018observers,albert2023dpor,kahlon2009mpor,deboer2020sympaths	albert2019dpor	C27-09; all 100 records title-screened; optimal/source-set DPOR and the exact future-observer conditional dependency lineage decisively reopen the map; conference/journal versions were reconciled; snapshot screening/crossref-closure-27-09.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	BDD symbolic bisimulation minimization invariant checking	query	202715	100	fisler2002bisimulation,wimmer2006branching,wimmer2007bddopt,dovier2002rank,wimmer2006sigref,vandijk2018multicore	mumme2011bisimulation	C27-10; all 100 records title-screened; early symbolic branching-bisimulation and BDD optimization implementations strengthen an existing lineage but add no observer-input quotient; snapshot screening/crossref-closure-27-10.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	signature rank maximum symbolic bisimulation quotient	query	341766	100	dovier2002rank,fisler2002bisimulation,mumme2013bisimulation,wimmer2006sigref,vandijk2018multicore	mumme2011bisimulation	C27-11; all 100 records title-screened; rank, signature, fully symbolic, and parallel minimization works were already reconciled; no new close mechanism; snapshot screening/crossref-closure-27-11.tsv
2026-08-04	closure-replacement-27	database-search	Crossref REST API	requested internal event observer exact input preimage residual	query	1145013	100	-	-	C27-12; all 100 records title-screened; control-theory observer and unknown-input homonyms dominated and no technically plausible requested-event input-fiber work survived; snapshot screening/crossref-closure-27-12.tsv
2026-08-04	closure-independent-audit-27a	audit	Independent reviewer complete title audit	closure-independent-audit-round-27-a	audit	1200	1200	braione2026pose,zambon2012subsumption,jiroveanu2008monitoring,tong2016observation,ruan2019unobservable,yue2024minimal,li2026minimumstate,aronis2018observers,albert2023dpor	-	Reviewer independently resolved every rank in all twelve round-27 snapshots, verified 100 unique records and ranks 1--100 per query, primary-checked decisive additions, reopened the map, and retired frozen round 28 unexecuted
2026-08-04	closure-independent-audit-27b	audit	Second independent reviewer complete title audit	closure-independent-audit-round-27-b	audit	1200	1200	braione2026pose,zambon2012subsumption,jiroveanu2008monitoring,tong2016observation,ruan2019unobservable,yue2024minimal,yue2025prediction,li2024timedstate,li2026minimumstate,aronis2018observers,albert2023dpor	-	Second reviewer independently parsed and title-screened all 1200 records, resolved blank metadata, confirmed the decisive additions and evidence limits, and agreed that round 27 reopens rather than qualifying for closure
2026-08-04	round27-critical-chases	backward-snowballing	Exact author-hosted primary bibliography	DOI:10.1007/978-3-662-49122-5_10	backward	36	36	dillig2011heapsummaries,xie2005scalable,ferrara2015heap,yorsh2008summaries	hillery2014lazier	seed-key:hillery2016heap; primary-complete; exact 36-item bibliography verified against the author PDF and publisher deposit; guarded heap and modular-summary antecedents reopen the lineage; snapshot screening/primary-hillery2016heap-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1007/978-3-662-49122-5_10	forward	6	6	pham2019separation,pham2019concolic,maksimovic2023exactsl	pham2018starfinder	seed-key:hillery2016heap; complete COCI response; five DOI records metadata-resolved and one no-DOI record preserved with its visible title; exact-separation and compact heap-testing successors reopen the map; snapshot screening/opencitations-hillery2016heap-forward.tsv
2026-08-04	round27-critical-chases	backward-snowballing	Exact arXiv v2 primary bibliography	arXiv:2407.16827v2	backward	51	51	hillery2016heap,dillig2011heapsummaries,xie2005scalable,pham2019separation,pham2019concolic	-	seed-key:braione2026pose; primary-complete; exact 51-item arXiv-v2 bibliography screened because the published DOI exposed no usable reference list; snapshot screening/primary-braione2026pose-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	Semantic Scholar Graph API with COCI cross-check	DOI:10.1109/SANER67736.2026.00112	forward	0	0	-	-	seed-key:braione2026pose; complete zero-record responses for the published DOI and arXiv DOI; recent-work zero is not a saturation claim; snapshot screening/semantic-scholar-braione2026pose-forward.tsv
2026-08-04	round27-critical-chases	backward-snowballing	Exact primary bibliography	DOI:10.1145/2429069.2429081	backward	30	30	german1983hoare,chadha2006higherorder,gaboardi2011linear	-	seed-key:unno2013relative; primary-complete; exact 30-item full POPL bibliography verified against the publisher deposit; historical relative-completeness anchors reconcile priority without adding an observer-fiber enumerator; snapshot screening/primary-unno2013relative-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	Semantic Scholar Graph API	DOI:10.1145/2429069.2429081	forward	51	51	unno2018relative,sato2023hopdr	-	seed-key:unno2013relative; complete exact-DOI citation response; all titles screened and one malformed metadata stub preserved; successors broaden higher-order verification without a new exact input-observation quotient; snapshot screening/semantic-scholar-unno2013relative-forward.tsv
2026-08-04	round27-critical-chases	backward-snowballing	Exact author-hosted primary bibliography	DOI:10.1007/s10626-007-0036-x	backward	30	30	giua1997estimators,giua2003marking,corona2003observers,giua2005state	-	seed-key:jiroveanu2008monitoring; primary-complete; exact 30-item bibliography transcribed from the author-hosted journal PDF; the 2005 fixed-structure silent-transition estimator reopens the immediate basis-marking lineage; snapshot screening/primary-jiroveanu2008monitoring-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1007/s10626-007-0036-x	forward	57	57	ma2017representative,bonhomme2015ptime,declerck2014timedstate,cabasino2017observer,cabasino2013uncertain	-	seed-key:jiroveanu2008monitoring; complete COCI response with all source identifiers uniquely metadata-resolved; representative-marking, timed, and uncertain-initial-state observer successors reopen the map; snapshot screening/opencitations-jiroveanu2008monitoring-forward.tsv
2026-08-04	round27-critical-chases	backward-snowballing	Exact author-hosted primary bibliography	DOI:10.1109/TAC.2015.2496500	backward	24	24	giua1997estimators,giua2003marking,giua2005state,jiroveanu2008monitoring	-	seed-key:tong2016observation; primary-complete; exact 24-item bibliography screened from the Giua author draft; all observer-structure antecedents were reconciled; snapshot screening/primary-tong2016observation-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1109/TAC.2015.2496500	forward	72	72	ma2020timedmarking,gao2020noevent	-	seed-key:tong2016observation; complete COCI response with all records uniquely metadata-resolved; complete timed consistency and no-event region observers reopen the map; opacity and application works add no further omission mechanism; snapshot screening/opencitations-tong2016observation-forward.tsv
2026-08-04	round27-critical-chases	backward-snowballing	Exact open-access primary bibliography	DOI:10.1109/ACCESS.2019.2894352	backward	17	17	li2013minimum,giua2003marking,giua2005state	-	seed-key:ruan2019unobservable; primary-complete; exact 17-item final IEEE bibliography screened; predecessors remain within the reconciled exact minimum-marking and estimator lineage; snapshot screening/primary-ruan2019unobservable-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1109/ACCESS.2019.2894352	forward	9	9	yue2024minimal,yue2025prediction,li2024timedstate,li2026minimumstate	-	seed-key:ruan2019unobservable; complete COCI response with all records uniquely metadata-resolved; exact timed and minimal-explanation successors were already reconciled and heuristic variants remain qualified; snapshot screening/opencitations-ruan2019unobservable-forward.tsv
2026-08-04	round27-critical-chases	backward-snowballing	Exact publisher primary bibliography	DOI:10.1007/978-3-319-89963-3_14	backward	22	22	abdulla2014optimal,abdulla2017sourcesets,albert2017context,chatterjee2018datacentric	-	seed-key:aronis2018observers; primary-complete; exact 22-item TACAS bibliography screened; context-sensitive and data-centric schedule quotients sharpen the observer-DPOR lineage; snapshot screening/primary-aronis2018observers-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1007/978-3-319-89963-3_14	forward	31	31	guo2018adversarial,abdulla2019readsfrom,agarwal2021rvf,pham2019unfolding,kokologiannakis2023unblocking,bouajjani2023transactions,pick2023psym,spore2024symmetry,abdulla2024parsimonious,telbisz2025coi,jonsson2025godot	-	seed-key:aronis2018observers; complete COCI response with all records uniquely metadata-resolved; reads-value, canonical symbolic-state, parsimonious, and dynamic relevance comparators reopen the map within established schedule and property-reduction clusters; snapshot screening/opencitations-aronis2018observers-forward.tsv
2026-08-04	round27-critical-chases	backward-snowballing	Exact publisher primary bibliography	DOI:10.1016/J.JSS.2023.111730	backward	32	32	aronis2018observers,albert2017context,abdulla2019readsfrom,schemmel2020spex,agarwal2021rvf	-	seed-key:albert2023dpor; primary-complete; exact 32-item JSS bibliography agrees with the publisher deposit; observer, reads-from, and symbolic partial-order predecessors were reconciled; snapshot screening/primary-albert2023dpor-backward.tsv
2026-08-04	round27-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1016/J.JSS.2023.111730	forward	2	2	abdulla2024parsimonious,jonsson2025godot	-	seed-key:albert2023dpor; complete COCI response with both records uniquely metadata-resolved; both successors remain exact schedule-quotient work rather than caller-input observer fibers; snapshot screening/opencitations-albert2023dpor-forward.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	guarded heap summary conditional values generalized symbolic execution exact	query	849721	100	latendresse2003conditional,denaro2012allvalues,hillery2016heap,braione2026pose	-	C29-01; all 100 records title-screened; exact preprocessing conditional values add a close predecessor while All-values and heap summaries were already reconciled; one blank-title grant was resolved as a nonpublication; snapshot screening/crossref-closure-29-01.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	path optimal heap alias ite symbolic execution	query	799242	100	menshutin2025pathminimal,yi2018postconditioned,deng2007caseoptimal,du2026fense,hillery2016heap,braione2026pose	-	C29-02; all 100 records title-screened; sparse path-minimal objects, exact postconditioned suffix pruning, bounded case-optimal heaps, and incremental-behavior pruning reopen the map; snapshot screening/crossref-closure-29-02.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	compact modular heap procedure summary guarded value	query	1215533	100	dillig2011heapsummaries	dillig2011heapsummaries_container,dillig2011heapsummaries_proceedings	C29-03; all 100 records title-screened; three Crossref records for the same PLDI paper were reconciled to the retained proceedings DOI; two blank-title grants were nonpublications; snapshot screening/crossref-closure-29-03.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	relatively complete higher order functional verification refinement type	query	3578103	100	nguyen2015counterexamples,nguyen2017contracts,unno2013relative,unno2018relative,voirol2015counterexample	nguyen2015counterexamples_sigplan,unno2013sigplan	C29-04; all 100 records title-screened; relatively complete higher-order symbolic counterexamples and the expanded contract treatment reopen the map; duplicate journal aliases and two blank-title research grants were resolved; snapshot screening/crossref-closure-29-04.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	minimal explanation basis marking unobservable reach observation	query	591165	100	basile2013timedmarking,yue2024minimal,ruan2019unobservable,bonhomme2015ptime,giua2003marking	-	C29-05; all 100 records title-screened; the modified timed state-class estimator is a correction-qualified antecedent and basis-marking software adds no new mechanism; snapshot screening/crossref-closure-29-05.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	representative marking graph observation consistent Petri net	query	677022	100	ma2017representative,giua1997estimators,giua2003marking,junttila2004canonical,tong2016observation	-	C29-06; all 100 records title-screened; canonical symmetry-orbit markings strengthen the existing reduced-reachability cluster while inverse-observation estimators were already reconciled; snapshot screening/crossref-closure-29-06.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	observation equivalent Petri net generator adaptive label	query	1116295	100	giua1997estimators,tong2016observation	tong2014observation	C29-07; all 100 records title-screened; direct observation structures were already reconciled; two blank-title biological Petri-net supplement datasets were nonpublication artifacts; snapshot screening/crossref-closure-29-07.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	minimum initial timed marking unobservable transition observation	query	1081320	100	basile2013timedmarking,seok2023digitaltwin,li2013minimum,ruan2019unobservable,yue2024minimal,yue2025prediction,li2026minimumstate,cabasino2013uncertain	-	C29-08; all 100 records title-screened with quoted multiline fields parsed as TSV records; the digital-twin candidate-event estimator is retained at a weaker application evidence tier and heuristic minimum-marking methods are not promoted to exact; snapshot screening/crossref-closure-29-08.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	reads value from schedule equivalence stateless model checking	query	12497587	100	huang2015mcr,demsky2015satcheck,abdulla2018release,abdulla2019readsfrom,agarwal2021rvf,jonsson2025godot	huang2015mcr_sigplan,demsky2015satcheck_alias	C29-09; all 100 records title-screened; maximal-causal, SAT-directed, and release-acquire read-relative schedule quotients reopen the map; Crossref aliases were adjudicated once; snapshot screening/crossref-closure-29-09.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	observer conditioned dynamic partial order reduction future read	query	3304026	100	flanagan2005dpor,chatterjee2018datacentric,chatterjee2019valuecentric,abdulla2014optimal,abdulla2022stateless,albert2023dpor,kokologiannakis2023unblocking,isabel2019conditional	flanagan2005dpor_alias,albert2019dpor	C29-10; all 100 records title-screened; value-happens-before supplies an exact exponentially coarser observation quotient, while the doctoral-symposium item is supporting only; snapshot screening/crossref-closure-29-10.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	dynamic cone influence concurrent model checking property reduction	query	6020708	100	telbisz2025coi,huang2015mcr,guo2011interface,cabodi2016coi	-	C29-11; all 100 records title-screened; dynamic interface behavior and multi-property cone labeling reopen the finite-observer and property-relative boundary; snapshot screening/crossref-closure-29-11.tsv
2026-08-04	closure-replacement-29	database-search	Crossref REST API	requested root selection input fiber residual dataflow graph	query	1556393	100	-	-	C29-12; all 100 records title-screened; dataflow compilation, architecture, graph processing, and unrelated residual-graph records yielded no requested-root observation or caller-input-fiber work; one blank-title fluid-simulation grant was a nonpublication; snapshot screening/crossref-closure-29-12.tsv
2026-08-04	closure-primary-screen-29	audit	Complete primary title screen	closure-primary-screen-round-29	audit	1200	1200	latendresse2003conditional,menshutin2025pathminimal,yi2018postconditioned,deng2007caseoptimal,du2026fense,nguyen2015counterexamples,nguyen2017contracts,junttila2004canonical,basile2013timedmarking,seok2023digitaltwin,huang2015mcr,demsky2015satcheck,abdulla2018release,chatterjee2019valuecentric,guo2011interface,cabodi2016coi	-	Primary screener parsed and title-screened all 1200 records, verified 12 files with 100 unique ranks and identifiers, primary-checked decisive additions, and determined that round 29 reopens and round 30 must retire unexecuted
2026-08-04	closure-independent-audit-29a	audit	Independent reviewer complete title audit	closure-independent-audit-round-29-a	audit	1200	1200	latendresse2003conditional,yi2018postconditioned,nguyen2015counterexamples,nguyen2017contracts,basile2013timedmarking,huang2015mcr,chatterjee2019valuecentric	-	Independent reviewer parsed and screened all 1200 occurrences, counted 1078 unique identifiers and 985 unique nonblank normalized titles, resolved eight blank-title grants or datasets, independently reopened the map, and confirmed no exact caller-input observer-fiber enumerator
2026-08-04	round29-critical-chases	backward-snowballing	Exact SRI-hosted primary bibliography	DOI:10.1109/CSMR.2003.1192425	backward	11	11	hu2000conditional	-	seed-key:latendresse2003conditional; primary-complete; the full paper has references 1--11 and the publisher-deposited keys form a bijection over all eleven despite API reordering; exact conditional-compilation antecedents reopen the lineage; snapshot screening/primary-latendresse2003conditional-backward.tsv
2026-08-04	round29-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1109/CSMR.2003.1192425	forward	9	9	latendresse2004rewrite	-	seed-key:latendresse2003conditional; complete exact-DOI response; the convergent conditional-value rewrite successor strengthens the exact symbolic-preprocessing lineage; snapshot screening/opencitations-latendresse2003conditional-forward.tsv
2026-08-04	round29-critical-chases	backward-snowballing	Exact author-linked primary bibliography	DOI:10.1109/TSE.2017.2659751	backward	67	67	bugrara2013redundant	-	seed-key:yi2018postconditioned; primary-complete; the version-of-record full text has references 1--67 and publisher-deposited keys form a bijection over all entries; sound observation-directed DSE pruning reopens the lineage; snapshot screening/primary-yi2018postconditioned-backward.tsv
2026-08-04	round29-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1109/TSE.2017.2659751	forward	25	25	chalupa2021loopfolding	-	seed-key:yi2018postconditioned; complete exact-DOI response; backward loop folding is retained as a supporting property-directed reduction rather than an exact observer-fiber enumerator; snapshot screening/opencitations-yi2018postconditioned-forward.tsv
2026-08-04	round29-critical-chases	backward-snowballing	Exact primary bibliography	DOI:10.1145/2737924.2737971	backward	37	37	tobinhochstadt2012contracts,seidel2015targeted	-	seed-key:nguyen2015counterexamples; primary-complete; all 37 bibliography entries were reconciled title by title and the cited CoRR version was restored from a misleading self-DOI mapping; higher-order contract and solver-generated functional-input antecedents reopen the lineage; snapshot screening/primary-nguyen2015counterexamples-backward.tsv
2026-08-04	round29-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1145/2737924.2737971	forward	27	27	lin2020game,nguyen2018softcontracts,qian2024semantictypes,selakovic2018lambdatester	nguyen2015counterexamples_sigplan	seed-key:nguyen2015counterexamples; complete exact-DOI response; bounded complete game semantics and sound contract and semantic-type successors reopen the higher-order lineage, while publication aliases were adjudicated once; snapshot screening/opencitations-nguyen2015counterexamples-forward.tsv
2026-08-04	round29-critical-chases	backward-snowballing	Exact author-hosted primary bibliography	DOI:10.1145/3360550	backward	53	53	abdulla2015tso,huang2016mcrtso,huang2017staticmcr,kokologiannakis2018effective	-	seed-key:chatterjee2019valuecentric; primary-complete; all 53 reference paragraphs in the author-hosted PACMPL full text were enumerated; weak-memory and static-dependency causal reductions reopen the lineage; snapshot screening/primary-chatterjee2019valuecentric-backward.tsv
2026-08-04	round29-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1145/3360550	forward	23	23	farzan2024coarser,tunc2023readsfrom	-	seed-key:chatterjee2019valuecentric; complete exact-DOI response with every citing identifier metadata-resolved; coarser causal equivalence and optimal reads-from consistency work reopen the lineage; snapshot screening/opencitations-chatterjee2019valuecentric-forward.tsv
2026-08-04	round29-critical-chases	backward-snowballing	Exact PLDI primary bibliography	DOI:10.1145/2737924.2737975	backward	34	34	abdulla2015tso	-	seed-key:huang2015mcr; primary-complete; the contiguous references 1--34 in the full PLDI paper were enumerated; weak-memory stateless checking supplies the immediate model boundary; snapshot screening/primary-huang2015mcr-backward.tsv
2026-08-04	round29-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1145/2737924.2737975	forward	64	64	huang2016mcrtso,huang2017staticmcr,kokologiannakis2018effective	-	seed-key:huang2015mcr; complete exact-DOI response with every citing identifier metadata-resolved; weak-memory and dependency-guided successors reopen the causal-reduction lineage; snapshot screening/opencitations-huang2015mcr-forward.tsv
2026-08-04	round29-critical-chases	backward-snowballing	Exact publisher-deposited bibliography	DOI:10.1109/ICCQ65694.2025.11314570	backward	16	16	santos2019javert,loring2017expose	-	seed-key:menshutin2025pathminimal; primary-complete; the IEEE-deposited keys ref1--ref16 were all resolved, including five non-DOI entries and the artifact; the JavaScript symbolic-execution lineage was already adjacent rather than an observer-fiber result; snapshot screening/primary-menshutin2025pathminimal-backward.tsv
2026-08-04	round29-critical-chases	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1109/ICCQ65694.2025.11314570	forward	0	0	-	-	seed-key:menshutin2025pathminimal; complete zero-record exact-DOI response; the recent-work zero is recorded but is not a saturation claim; snapshot screening/opencitations-menshutin2025pathminimal-forward.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	path minimal objects symbolic execution input object	query	906561	100	menshutin2025pathminimal,braione2026pose,deng2007caseoptimal,yi2018postconditioned,du2026fense,liang2026dataflowpruning	-	C31-01; all 100 records title-screened; the known path-minimal, path-optimal, case-optimal, and postconditioned lines dominate, while recent dataflow-based path pruning for hardware verification is retained as a title-level close candidate and reopens the map; snapshot screening/crossref-closure-31-01.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	case optimal symbolic heap strong property	query	4063745	100	deng2007caseoptimal,braione2026pose,hillery2016heap,dillig2010demandheap,chang2012bottomupheap,braione2016jbse,garuda2022heap	dillig2010demandheap_alias	C31-02; all 100 records title-screened; demand-axiomatized and bottom-up heap summaries strengthen the reconciled heap lineages without adding an input-observer quotient; Kiasan, POSE, heap cloning, JBSE, and GARUDA were also screened; snapshot screening/crossref-closure-31-02.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	postconditioned symbolic execution path redundancy	query	369523	100	yi2018postconditioned,menshutin2025pathminimal,braione2026pose,du2026fense,liang2026dataflowpruning,denaro2012allvalues	yi2015postconditioned	C31-03; all 100 records title-screened; the ICST paper is the conference predecessor of the retained expanded TSE article, and the recent hardware-dataflow title is the only new close candidate; snapshot screening/crossref-closure-31-03.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	conditional value preprocessing symbolic evaluation	query	2838187	100	hu2000conditional,latendresse2003conditional,latendresse2004rewrite,reif1977globalvalue	-	C31-04; all 100 records title-screened; exact conditional preprocessing works occupy ranks 1, 2, and 72; the historical global value graph adds a compact graph-native symbolic-flow precedent but not an input observer; snapshot screening/crossref-closure-31-04.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	higher order symbolic counterexample functional input	query	2122564	100	-	-	C31-05; all 100 records title-screened; relevance ranking collapsed onto the Higher-Order and Symbolic Computation journal back catalog and exposed no functional-counterexample result or observer quotient; snapshot screening/crossref-closure-31-05.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	symbolic execution game semantics open higher order	query	2463181	100	tobinhochstadt2012contracts,nguyen2017contracts,birkedal2015higherorderstore	tobinhochstadt2012contracts_container	C31-06; all 100 records title-screened; higher-order contracts and proof semantics were reconciled, including symbolic-execution proofs for higher-order store; the extra OOPSLA DOI is a container alias rather than a distinct work; snapshot screening/crossref-closure-31-06.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	maximal causality reduction stateless model checking	query	3708955	100	huang2015mcr,huang2016mcrtso,huang2017staticmcr,abdulla2015tso,zhang2015relaxeddpor,sen2008fairsmc,kokologiannakis2018effective,demsky2015satcheck,abdulla2018release,abdulla2019readsfrom,jonsson2025godot	huang2015mcr_sigplan,huang2016mcrtso_sigplan,zhang2015relaxeddpor_sigplan,sen2008fairsmc_alias,demsky2015satcheck_alias	C31-07; all 100 records title-screened; fair stateless checking and sound DPOR for joint scheduling/store-buffer nondeterminism strengthen the schedule line; maximal-causal, SAT-directed, release-acquire, and reads-from variants and their aliases were reconciled once; snapshot screening/crossref-closure-31-07.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	value happens before dynamic partial order reduction	query	3088792	100	thomson2015lazy,zhang2015relaxeddpor,chatterjee2019valuecentric,flanagan2005dpor,abdulla2014optimal,abdulla2017sourcesets,chatterjee2018datacentric,abdulla2022stateless,albert2023dpor,bouajjani2023transactions,fan2018approxpor	thomson2015lazy_sigplan,zhang2015relaxeddpor_sigplan,flanagan2005dpor_alias,albert2019dpor	C31-08; all 100 records title-screened; lazy happens-before is a newly reconciled mutex-insensitive state equivalence and reopens the schedule-observation boundary; weak-memory, exact, conditional, approximate, and transaction variants were adjudicated; snapshot screening/crossref-closure-31-08.tsv
2026-08-04	closure-replacement-31	database-search	Crossref REST API	dynamic interface reduction model checking observer	query	4857838	100	guo2011interface,hughes2008interface,telbisz2025coi,yang2009dynamicpath,cimatti2017dynamicreductions	hughes2007interface,flanagan2005dpor_alias,huang2015mcr_sigplan	C31-09; all 100 records title-screened; grammar-compiled component environments add a close analyst-supplied interface observer and reopen the map; other dynamic path, interface, and cone reductions were reconciled as supporting neighbors; snapshot screening/crossref-closure-31-09.tsv
