key	status	code	year	title	stage	contribution	evidence	setting	priority
doi:10.1002/eng2.70365/v2/decision1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1002/eng2.70365/v2/review1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1002/eng2.70365/v2/review2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1002/hkj2.70102	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1002/inm3.70046	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1002/joe.70019	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1002/jsp2.70203	excluded	E1-primary-research-automation							medium
doi:10.1002/leap.2045	excluded	E3-opinion-without-guidance							medium
doi:10.1002/widm.1356	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1002/widm.70089	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/978-3-030-85292-4_32	parked								medium
doi:10.1007/978-3-031-33808-3_14	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/978-3-031-97207-2_2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/978-3-032-06136-2_9	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/978-3-032-10728-2_11	parked								medium
doi:10.1007/978-3-032-13187-4_14	excluded	E1-primary-research-automation							medium
doi:10.1007/978-3-032-30813-9_73	excluded	E6-duplicate-or-superseded							medium
doi:10.1007/978-981-96-8309-3_34	excluded	E1-primary-research-automation							medium
doi:10.1007/978-981-97-1717-0_16	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s00134-019-05872-y	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s00170-026-18711-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s00228-022-03329-8	included		2022	Feasibility study and evaluation of expert opinion on the semi-automated meta-analysis and the conventional meta-analysis	synthesize	evaluation	human-agree	med	medium
doi:10.1007/s00417-025-07092-1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s00432-024-05678-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s00590-021-03059-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10115-024-02310-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10278-025-01659-4	excluded	E1-primary-research-automation							medium
doi:10.1007/s10439-023-03284-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-023-10420-8	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-024-10888-y	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-024-10896-y	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-025-11297-5	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-025-11389-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-025-11398-1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-025-11434-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10462-026-11650-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10489-022-03957-8	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10489-026-07340-9	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s10916-025-02157-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11042-024-20016-1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11069-025-07285-1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11192-025-05410-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11192-025-05440-w	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11192-026-05622-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11280-024-01291-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11432-024-4222-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11704-024-40231-1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11704-024-40555-y	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11704-026-50857-y	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s11704-026-60308-3	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s12652-025-05007-w	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s13042-022-01710-8	included		2022	Leveraging deep learning for automatic literature screening in intelligent bibliometrics	screen	method	human-agree	general	medium
doi:10.1007/s13139-024-00876-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s13139-026-01029-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s13410-026-01672-5	excluded	E3-opinion-without-guidance							medium
doi:10.1007/s13755-025-00403-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s40670-024-02206-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s40670-026-02810-8	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s43621-025-01094-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s43681-023-00294-5	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s43681-024-00583-7	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s43681-025-00952-w	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s44163-024-00197-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s44217-025-00424-7	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s44327-026-00214-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s44336-024-00009-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1007/s44443-025-00177-1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.acalib.2024.102901	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.amjsurg.2025.116657	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.artmed.2021.102098	included		2021	Enhancing evidence-based medicine with natural language argumentative analysis of clinical trials	appraise	method	none	med	medium
doi:10.1016/j.asoc.2024.112374	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.atech.2026.101812	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.atech.2026.102264	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.autcon.2025.106103	excluded	E1-primary-research-automation							medium
doi:10.1016/j.autcon.2025.106209	excluded	E1-primary-research-automation							medium
doi:10.1016/j.autcon.2026.106872	excluded	E1-primary-research-automation							medium
doi:10.1016/j.bja.2026.01.029	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.caeo.2024.100174	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.chbr.2024.100576	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.chbr.2026.100963	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.cities.2026.106775	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.comtox.2025.100369	excluded	E1-primary-research-automation							medium
doi:10.1016/j.cpr.2026.102728	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.csi.2024.103917	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.ebiom.2024.104988	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.ecss.2026.110054	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.egyai.2026.100741	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.eiar.2025.108243	excluded	E1-primary-research-automation							medium
doi:10.1016/j.enbuild.2024.114788	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.envsoft.2023.105867	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.esmorw.2025.100150	excluded	E1-primary-research-automation							medium
doi:10.1016/j.esmorw.2025.100298	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.esmorw.2026.100682	excluded	E1-primary-research-automation							medium
doi:10.1016/j.eswa.2020.113790	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.eswa.2023.120964	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.eswa.2025.130991	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.eswa.2026.132026	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.foodqual.2025.105738	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.future.2025.107829	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.geosus.2025.100392	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.hazadv.2022.100175	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.hcc.2024.100211	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.hcc.2025.100300	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.identj.2025.103854	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.ijmedinf.2025.106231	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.ijnurstu.2025.105322	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.imr.2026.101349	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.imr.2026.101356	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.imu.2024.101589	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.inffus.2025.103332	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.infsof.2024.107523	excluded	E1-primary-research-automation							medium
doi:10.1016/j.iotcps.2023.04.003	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.ipm.2025.104216	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.isci.2024.109713	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jacr.2025.09.004	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jacr.2025.10.005	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jad.2024.11.052	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jbi.2025.104844	excluded	E1-primary-research-automation							medium
doi:10.1016/j.jcms.2025.08.004	parked								medium
doi:10.1016/j.jflm.2025.103043	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jhepr.2024.101209	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jksuci.2020.04.020	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jmsy.2026.02.008	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.joi.2023.101406	excluded	E1-primary-research-automation							medium
doi:10.1016/j.jpi.2025.100526	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jss.2021.111050	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.jval.2023.09.2185	parked								medium
doi:10.1016/j.knosys.2025.113503	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.neucom.2026.133502	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.nlp.2023.100048	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.nocx.2022.100103	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.outlook.2025.102544	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.patter.2024.101118	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.phacli.2025.07.006	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.procs.2023.12.074	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.radonc.2025.111348	excluded	E1-primary-research-automation							medium
doi:10.1016/j.rcim.2024.102883	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.rcim.2025.102982	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.rser.2025.115558	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.sapharm.2023.05.016	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.ssaho.2025.101882	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.vhri.2026.101658	parked								medium
doi:10.1016/j.xcrm.2022.100860	excluded	E3-opinion-without-guidance							medium
doi:10.1016/j.xinn.2025.101253	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1016/j.ymeth.2025.04.001	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1017/ijmedinf.2025.106048	parked								medium
doi:10.1021/acscatal.3c01418	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/d41586-025-01942-y	excluded	E3-opinion-without-guidance							medium
doi:10.1038/d41586-025-02069-w	excluded	E3-opinion-without-guidance							medium
doi:10.1038/s41467-024-45563-x	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41524-025-01554-0	excluded	E1-primary-research-automation							medium
doi:10.1038/s41587-025-02963-8	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41591-022-02139-w	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41591-023-02366-9	excluded	E3-opinion-without-guidance							medium
doi:10.1038/s41591-026-04229-5	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41598-024-77535-y	excluded	E1-primary-research-automation							medium
doi:10.1038/s41598-025-28386-8	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-022-00730-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-023-00819-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-023-00979-5	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-024-01029-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-024-01157-x	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-024-01219-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-024-01258-7	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-025-01566-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-025-02156-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s42256-020-00235-5	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s43856-024-00717-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1039/d4cs00913d	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1039/d4dd00016a	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1039/d5dd00482a	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1053/j.gastro.2023.12.019	excluded	E1-primary-research-automation							medium
doi:10.1053/j.jvca.2025.07.026	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1053/j.jvca.2026.05.054	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/00273171.2022.2115965	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/00330124.2023.2190373	excluded	E3-opinion-without-guidance							medium
doi:10.1080/08989621.2023.2185514	excluded	E3-opinion-without-guidance							medium
doi:10.1080/10494820.2023.2204343	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/10803548.2026.2688645	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/17501229.2026.2698703	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/17538947.2024.2353122	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/23789689.2024.2355772	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1088/1748-9326/ae3b55	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1088/2632-2153/ae5442	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/abm/kaaf087	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/bib/bbad535	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/bib/bbae641	excluded	E1-primary-research-automation							medium
doi:10.1093/bioinformatics/btae294	excluded	E1-primary-research-automation							medium
doi:10.1093/burnst/tkag026	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/database/baac066	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/dmfr/twaf041	excluded	E3-opinion-without-guidance							medium
doi:10.1093/ehjdh/ztaf028	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/ehjdh/ztaf127	excluded	E1-primary-research-automation							medium
doi:10.1093/iwc/iwaf001	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/jamia/ocae061	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/jamia/ocae072	excluded	E1-primary-research-automation							medium
doi:10.1093/jamia/ocae129	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/jamia/ocaf008	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/jamia/ocaf071	excluded	E3-opinion-without-guidance							medium
doi:10.1093/jamia/ocag037	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/jamiaopen/ooaf097	excluded	E1-primary-research-automation							medium
doi:10.1093/nar/gkab326	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/nar/gkae235	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/ooenergy/oiag004	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1097/fjc.0000000000001774	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1097/j.pain.0000000000003195	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1097/md.0000000000039250	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1097/scs.0000000000012414	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1097/st9.0000000000000109	excluded	E3-opinion-without-guidance							medium
doi:10.1097/xcs.0000000000001478	excluded	E1-primary-research-automation							medium
doi:10.1101/2023.02.19.23286155	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2023.03.30.23287899	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2023.07.26.23293211	excluded	E3-opinion-without-guidance							medium
doi:10.1101/2023.08.07.23293769	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2023.08.31.23294924	excluded	E1-primary-research-automation							medium
doi:10.1101/2023.11.08.23298252	excluded	E1-primary-research-automation							medium
doi:10.1101/2024.04.15.24305869	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2024.04.19.588095	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2024.04.21.24306137	excluded	E6-duplicate-or-superseded							medium
doi:10.1101/2024.07.03.24309897	excluded	E6-duplicate-or-superseded							medium
doi:10.1101/2024.08.01.606186	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2024.08.11.24311828	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2025.02.25.25322898	excluded	E1-primary-research-automation							medium
doi:10.1101/2025.04.08.25325371	excluded	E6-duplicate-or-superseded							medium
doi:10.1101/2025.04.22.25326217	excluded	E1-primary-research-automation							medium
doi:10.1101/2025.08.08.25333296	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1101/2025.11.08.25339805	excluded	E6-duplicate-or-superseded							medium
doi:10.1109/access.2021.3072900	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2024.3424945	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2024.3505983	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2024.3521596	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2025.3549477	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2025.3593523	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2025.3601206	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2025.3608650	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/aimla67915.2026.11522318	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/cac67268.2025.11487326	excluded	E1-primary-research-automation							medium
doi:10.1109/camp51653.2021.9498061	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/ccis57298.2022.10016379	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/cste62025.2024.00031	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/fllm63129.2024.10852445	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icatc68823.2025.11407822	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/iccae59995.2024.10569797	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/iceca66444.2025.11382628	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icicat68430.2025.11414680	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icimcis68501.2025.11326960	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icodse68111.2025.11351763	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icosst69113.2025.11315415	excluded	E1-primary-research-automation							medium
doi:10.1109/ict4da67218.2025.11282707	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/ieir59294.2023.10391253	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/iseda65950.2025.11100410	excluded	E1-primary-research-automation							medium
doi:10.1109/ithet69978.2026.11584977	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/jsen.2024.3480932	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/mipro70003.2026.11591539	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/satc69565.2026.11542508	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/seeda-cecnsm68644.2025.11329702	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/sita67914.2025.11273696	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/sustech67720.2026.11536359	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/tale66047.2025.11346619	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/taslpro.2025.3646080	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/tkde.2024.3392335	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/tkde.2024.3469578	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/1742-6723.70148	excluded	E3-opinion-without-guidance							medium
doi:10.1111/2041-210x.14397/v1/review1	excluded	E3-opinion-without-guidance							medium
doi:10.1111/apt.18058	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/jebm.70014	excluded	E3-opinion-without-guidance							medium
doi:10.1111/jep.70478	excluded	E1-primary-research-automation							medium
doi:10.1111/joes.70081	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/jpc.70513	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/medu.15402	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/rec.70458	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1136/bmj-2025-088921	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1136/bmjment-2025-301787	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1136/bmjonc-2025-000759	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1136/bmjopen-2023-076865	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1136/bmjopen-2025-113547	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1136/leader-2025-001269	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1142/9789811286421_0002	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3445965	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3468889	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3529754	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3560815	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3571730	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3571884.3604313	excluded	E1-primary-research-automation							medium
doi:10.1145/3583558	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3604237.3626869	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3605943	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3626252.3630958	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3637211	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3639372	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3641289	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3641554.3701863	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3649506	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3657304	excluded	E3-opinion-without-guidance							medium
doi:10.1145/3695988	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3703155	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3708522	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3708525	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3712003	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3716629	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3747588	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3769676	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3772318.3792787	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3796522	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3809494	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1148/ryai.2020200029	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1155/2022/1679589	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1155/hbe2/8695447	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1159/000544978	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1162/coli_a_00524	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1162/qss_a_00363	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/03000605251347556	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/09610006241295802	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/17407745251400635	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/20552076251362070	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/21925682231195783	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/22104968261453132	excluded	E2-generic-nlp-no-synthesis-framing							medium
