key	year	title	stage	contribution	evidence	setting
doi:10.1186/s13643-024-02688-w	2024	Semi-automated title-abstract screening using natural language proces…	screen	method	benchmark	general
doi:10.1186/s13643-025-02842-y	2026	The landscape of artificial intelligence tools and platforms for evid…	meta	position	none	general
doi:10.1186/s13643-025-02895-z	2025	ReviewGenie: a novel automated system for systematic reviews—an explo…	end2end	system	none	med
doi:10.1186/s13643-025-02997-8	2025	Accelerating the pace and accuracy of systematic reviews using AI: a…	screen	evaluation	human-agree	general
doi:10.1186/s13643-026-03101-4	2026	Study protocol for evaluating automation of systematic review process…	screen	evaluation	none	med
doi:10.1186/s13643-026-03199-6	2026	Comparing supervised machine learning and large language models in ti…	screen	evaluation	human-agree	general
doi:10.1186/s13643-026-03228-4	2026	Using full agreement across multiple large language models for title-…	screen	method	human-agree	general
doi:10.1186/s13750-025-00360-x	2025	Testing the utility of GPT for title and abstract screening in enviro…	screen	evaluation	human-agree	general
doi:10.1186/s13750-025-00362-9	2025	Evaluating generative AI for qualitative data extraction in community…	extract	evaluation	human-agree	general
doi:10.1186/s13750-025-00370-9	2025	Spanish-language text classification for environmental evidence synth…	screen	evaluation	benchmark	general
doi:10.1186/s13750-026-00381-0	2026	Assessing the effectiveness of ontology-grounded AI term extraction u…	extract	evaluation	human-agree	general
doi:10.1186/s40634-023-00662-4	2023	Accelerated evidence synthesis in orthopaedics—the roles of natural l…	meta	position	none	med
doi:10.1200/cci-25-00233	2025	Rapid Clinical Evidence Explorer: A Generative Pre-Trained Transforme…	end2end	system	benchmark	med
doi:10.1200/cci.20.00087	2021	Artificial Intelligence Clinical Evidence Engine for Automatic Identi…	end2end	system	human-agree	med
doi:10.1200/jco.2025.43.16_suppl.e13657	2025	A living systematic literature review (L-SLR) for non–small-cell lung…	extract	system	human-agree	med
doi:10.1227/neu.0000000000003450	2025	Using Natural Language Processing to Automate Screening of Abstracts…	screen	evaluation	human-agree	med
doi:10.12688/f1000research.151493.2	2024	(Semi)automated approaches to data extraction for systematic reviews…	extract	guideline	none	general
doi:10.12688/f1000research.186817.1	2026	Building a Living, Ontology-Informed and Large Language Model-Assiste…	synthesize	system	none	med
doi:10.12688/f1000research.22781.1	2020	Data extraction methods for systematic review (semi)automation: A liv…	extract	position	none	med
doi:10.12688/f1000research.51117.1	2021	Data extraction methods for systematic review (semi)automation: A liv…	extract	position	none	med
doi:10.12688/f1000research.51117.2	2023	Data extraction methods for systematic review (semi)automation: Updat…	extract	position	none	general
doi:10.12688/f1000research.51117.3	2025	Data extraction methods for systematic review (semi)automation: Updat…	meta	position	none	general
doi:10.12923/pielxxiw-2025-0002	2025	Evidence-based advanced prompt engineeringin nursing research: qualit…	search	method	benchmark	med
doi:10.1371/journal.pone.0313401	2025	ChatGPT-4o can serve as the second rater for data extraction in syste…	extract	evaluation	human-agree	med
doi:10.1371/journal.pone.0323563	2025	Careful design of Large Language Model pipelines enables expert-level…	search	system	none	general
doi:10.1371/journal.pone.0342895	2026	MetaMind: A multi-agent transformer-driven framework for automated ne…	end2end	system	human-agree	med
doi:10.14264/01498af	2026	AI-driven approaches for effective systematic review literature scree…	screen	evaluation	none	general
doi:10.14569/ijacsa.2024.01501122	2024	Transformative Automation: AI in Scientific Literature Reviews	end2end	method	none	general
doi:10.1609/aaai.v38i21.30577	2024	GEAR-Up: Generative AI and External Knowledge-Based Retrieval: Upgrad…	search	system	none	general
doi:10.17526v2	2023	Can large language models replace humans in the systematic review pro…	end2end	evaluation	human-agree	general
doi:10.17605/osf.io/g2d4n	2026	TITAN SR vs ChatGPT 4.1 for Abstract Screening.	screen	evaluation	human-agree	med
doi:10.18653/v1/2021.findings-emnlp.147	2021	Sent2Span: Span Detection for PICO Extraction in the Biomedical Text…	extract	method	benchmark	med
doi:10.18653/v1/2022.bionlp-1.18	2022	Intra-Template Entity Compatibility based Slot-Filling for Clinical T…	extract	method	benchmark	med
doi:10.18653/v1/2022.bionlp-1.34	2022	DISTANT-CTO: A Zero Cost, Distantly Supervised Approach to Improve Lo…	extract	method	benchmark	med
doi:10.18653/v1/2023.acl-short.119	2023	Summarizing, Simplifying, and Synthesizing Medical Evidence using GPT…	synthesize	evaluation	human-agree	med
doi:10.18653/v1/2023.bionlp-1.37	2023	Zero-Shot Information Extraction for Clinical Meta-Analysis using Lar…	extract	evaluation	human-agree	med
doi:10.18653/v1/2023.eacl-demo.27	2023	Automatically Summarizing Evidence from Clinical Trials: A Prototype…	synthesize	system	none	med
doi:10.18653/v1/2023.emnlp-main.626	2023	Appraising the Potential Uses and Harms of LLMs for Medical Systemati…	meta	evaluation	none	med
doi:10.18653/v1/2024.climatenlp-1.20	2024	Assessing the Effectiveness of GPT-4o in Climate Change Evidence Synt…	synthesize	evaluation	human-agree	general
doi:10.20944/preprints202407.2198.v1	2024	Topic Modeling for Faster Literature Screening Using Transformer-Base…	screen	method	benchmark	med
doi:10.20944/preprints202501.2029.v1	2025	A Zero-Shot Comparison of Large Language Models for Efficient Screeni…	screen	evaluation	human-agree	med
doi:10.20944/preprints202502.0396.v1	2025	How to Write Effective Prompts for Screening Biomedical Literature Us…	screen	guideline	none	med
doi:10.21037/jmai-24-408	2025	Evaluating large language models for title/abstract screening: a syst…	screen	evaluation	human-agree	general
doi:10.2106/jbjs.25.01373	2026	Conducting Systematic Reviews in a Day: Enter Artificial Intelligence	end2end	position	none	med
doi:10.21203/rs.3.rs-10200494/v1	2026	Automated Meta-Analysis of Transcranial Magnetic Stimulation Based on…	synthesize	method	none	med
doi:10.21203/rs.3.rs-10358339/v1	2026	The Use of Artificial Intelligence in Article Searching and Scientifi…	search	position	none	general
doi:10.21203/rs.3.rs-3099291/v1	2023	Human-AI Collaboration to Identify Literature for Evidence Synthesis	search	method	none	general
doi:10.21203/rs.3.rs-4007725/v1	2024	Generative Artificial Intelligence, Python, and Gathering Grey Litera…	search	method	none	general
doi:10.21203/rs.3.rs-4022248/v1	2024	Comparative Analysis of Automatic Literature Review Using Mistral Lar…	report	evaluation	human-agree	general
doi:10.21203/rs.3.rs-4922498/v1	2024	Evaluating Generative AI to Extract Qualitative Data from Peer-Review…	extract	evaluation	none	general
doi:10.21203/rs.3.rs-5063165/v1	2024	LLMscreen: A Python Package for Systematic Review Screening of Scient…	screen	system	none	general
doi:10.21203/rs.3.rs-7265470/v1	2025	SPECTRUM SRA: An R Shiny Application to Automate Systematic Reviews U…	end2end	system	none	general
doi:10.21203/rs.3.rs-8729984/v1	2026	Will generative AI help solve systematic literature reviews? Evidence…	meta	evaluation	none	general
doi:10.21203/rs.3.rs-9260490/v1	2026	End-to-End Reliability of Automated Systems for Diagnostic Evidence E…	extract	evaluation	benchmark	med
doi:10.21203/rs.3.rs-9308492/v1	2026	A Living Systematic Review Engine: LLM-Automated Evidence Surveillanc…	end2end	system	human-agree	med
doi:10.21203/rs.3.rs-9582053/v1	2026	LLM-assisted screening and extraction for systematic reviews: workloa…	extract	evaluation	none	general
doi:10.21203/rs.3.rs-9590065/v1	2026	Audax: A Principled Method for AI-Assisted Evidence Synthesis	synthesize	method	none	general
doi:10.21203/rs.3.rs-9789751/v1	2026	Tools to semi-automate title and abstract screening in the evidence s…	screen	evaluation	none	general
doi:10.2139/ssrn.4520426	2023	Large Language Model Demonstrates Human-Comparable Sensitivity in Ini…	screen	evaluation	human-agree	med
doi:10.2139/ssrn.4797024	2024	A Critical Assessment of Large Language Models for Systematic Reviews…	extract	evaluation	benchmark	med
doi:10.2139/ssrn.4870368	2024	AI-Driven Evidence Synthesis: Data Extraction of Randomized Controlle…	extract	method	human-agree	med
doi:10.2139/ssrn.4943759	2024	Accuracy of Large Language Models for Literature Screening in Systema…	screen	evaluation	human-agree	med
doi:10.2139/ssrn.5760724	2025	Towards AI-supported SLR Automation: Citation Screening with Transfor…	screen	method	benchmark	general
doi:10.2139/ssrn.6263105	2026	Automatic selection of primary studies in systematic reviews with evo…	screen	method	none	general
doi:10.2139/ssrn.7048543	2026	HAICO-SLR Guide: Conducting and Reporting Human-AI Collaboration in S…	meta	guideline	none	general
doi:10.2188/jea.je20230227	2023	Efficiency and Workload Reduction of Semi-automated Citation Screenin…	screen	evaluation	human-agree	med
doi:10.2188/jea.je20260233	2026	Qualitative Analysis of Discrepancy Patterns Between Large Language M…	screen	evaluation	human-agree	med
doi:10.2196/20007	2020	Artificial Intelligence for Rapid Meta-Analysis: Case Study on Ocular…	synthesize	method	human-agree	med
doi:10.2196/24418	2021	The Impact of Systematic Review Automation Tools on Methodological Qu…	end2end	evaluation	human-agree	med
doi:10.2196/35568	2023	Automating Quality Assessment of Medical Evidence in Systematic Revie…	appraise	method	benchmark	med
doi:10.2196/39736	2023	An Automated Literature Review Tool (LiteRev) for Streamlining and Ac…	end2end	system	benchmark	general
doi:10.2196/48933	2023	Applications of the Natural Language Processing Tool ChatGPT in Clini…	extract	evaluation	human-agree	med
doi:10.2196/48949	2024	Cocreating an Automated mHealth Apps Systematic Review Process With G…	end2end	system	none	med
doi:10.2196/48996	2023	Automated Paper Screening for Clinical Reviews Using Large Language M…	screen	evaluation	human-agree	med
doi:10.2196/51187	2024	The Use of Generative AI for Scientific Literature Searches for Syste…	search	evaluation	benchmark	med
doi:10.2196/51526	2024	Assessing the Efficacy of ChatGPT Versus Human Researchers in Identif…	search	evaluation	human-agree	med
doi:10.2196/52758	2024	Human-Comparable Sensitivity of Large Language Models in Identifying…	screen	evaluation	human-agree	med
doi:10.2196/53164	2024	Hallucination Rates and Reference Accuracy of ChatGPT and Bard for Sy…	search	evaluation	human-agree	med
doi:10.2196/55827	2024	Evaluation of RMES, an Automated Software Tool Utilizing AI, for Lite…	screen	evaluation	human-agree	med
doi:10.2196/56537	2024	Evaluating Literature Reviews Conducted by Humans Versus ChatGPT: Com…	report	evaluation	human-agree	med
doi:10.2196/56780	2024	Potential Roles of Large Language Models in the Production of Systema…	meta	guideline	none	med
doi:10.2196/58366	2025	The AI Reviewer: Evaluating AI’s Role in Citation Screening for Strea…	screen	evaluation	human-agree	med
doi:10.2196/63347	2025	Using ChatGPT to Improve the Presentation of Plain Language Summaries…	report	evaluation	benchmark	med
doi:10.2196/64682	2025	GPT-3.5 Turbo and GPT-4 Turbo in Title and Abstract Screening for Sys…	screen	evaluation	human-agree	med
doi:10.2196/67488	2025	Accuracy of Large Language Models for Literature Screening in Thoraci…	screen	evaluation	human-agree	med
doi:10.2196/68097	2025	Critical Assessment of Large Language Models’ (ChatGPT) Performance i…	extract	evaluation	human-agree	med
doi:10.2196/68666	2025	Evaluating a Customized Version of ChatGPT for Systematic Review Data…	extract	system	human-agree	med
doi:10.2196/72412	2025	Using Large Language Models to Assess the Consistency of Randomized C…	appraise	evaluation	none	med
doi:10.2196/76130	2026	The Phases of Living Evidence Synthesis Using AI: Living Evidence Syn…	meta	guideline	none	med
doi:10.2196/76252	2025	Automated Literature Screening for Hepatocellular Carcinoma Treatment…	screen	method	human-agree	med
doi:10.2196/80247	2025	Transparent Reporting of AI in Systematic Literature Reviews: Develop…	report	guideline	none	med
doi:10.2196/81049	2026	AI-Assisted Systematic Literature Review of the Economic Burden of Pn…	end2end	system	human-agree	med
doi:10.2196/81597	2025	Artificial Intelligence Tools for Automating Evidence Synthesis: Scop…	meta	evaluation	none	med
doi:10.2196/90588	2026	Evaluating the Methodological Quality of Artificial Intelligence–Assi…	meta	evaluation	none	med
doi:10.2196/92132	2026	Value and Credibility of Meta-Analysis: Tutorial on Enhancing Methodo…	synthesize	guideline	none	med
doi:10.2196/preprints.103608	2026	Identity-cued scoring asymmetry in LLM verification of realist CMO ex…	appraise	evaluation	none	general
doi:10.2196/preprints.104335	2026	Machine learning-assisted versus conventional title and abstract scre…	screen	evaluation	human-agree	med
doi:10.2196/preprints.106373	2026	Leveraging Large Language Models for Systematic Reviews - a Replicati…	end2end	method	human-agree	general
doi:10.2196/preprints.107732	2026	Performance of Google NotebookLM for AI-assisted data extraction and…	extract	evaluation	none	med
doi:10.2196/preprints.48996	2023	Automated Paper Screening for Clinical Reviews Using Large Language M…	screen	evaluation	human-agree	med
doi:10.2196/preprints.67488	2024	Accuracy of Large Language Models for Literature Screening in Thoraci…	screen	evaluation	benchmark	med
doi:10.2196/preprints.87065	2025	From Automation to Strategy: Managing AI Uncertainty in Meta-analysis…	end2end	method	none	general
doi:10.2196/preprints.93396	2026	Topology-Aware Context Routing and Neuro-Symbolic Reasoning for Clini…	extract	method	benchmark	med
doi:10.2196/preprints.97813	2026	Eliciting Reader Preferences for Automated Systematic Grey Literature…	report	evaluation	none	general
doi:10.22038/abjs.2025.84896.3874	2025	Evaluation of a Popular Large Language Model in Orthopedic Literature…	end2end	evaluation	human-agree	med
doi:10.23736/s2724-606x.25.05849-x	2026	Evaluation of six large language models for study identification in a…	screen	evaluation	human-agree	med
doi:10.24252/instek.v10i1.57445	2025	DOES PERSONALIZATION MATTER IN PROMPTING? A CASE STUDY OF CLASSIFYING…	screen	evaluation	benchmark	general
doi:10.24963/kr.2020/68	2020	Towards a Logic of Meta-Analysis	synthesize	position	none	general
doi:10.29173/cais2020	2025	Applying LLMs and Semantic Technologies for Data Extraction in Litera…	extract	evaluation	benchmark	general
doi:10.29173/jchla29590	2021	PICO Portal (product review)	screen	system	none	med
doi:10.29173/jchla29657	2023	Elicit (product review)	end2end	system	none	general
doi:10.31219/osf.io/ju8dk	2024	Leveraging Artificial Intelligence for Systematic Reviews: The FRAISR…	meta	guideline	none	general
doi:10.31234/osf.io/g93zf	2023	Reproducibility and Data storage Checklist for Active Learning-Aided…	screen	guideline	none	general
doi:10.31234/osf.io/nc8hs	2024	Strategizing AI Utilization for Psychological Literature Screening: A…	screen	evaluation	benchmark	general
doi:10.31234/osf.io/nq4d2	2024	Large Language Models in Psychology: Application in the Context of a…	extract	evaluation	human-agree	general
doi:10.31235/osf.io/w5b8v	2024	Guidelines and open-source toolbox for systematic literature reviews…	end2end	guideline	none	general
doi:10.3233/shti220146	2022	Representation and Normalization of Complex Interventions for Evidenc…	extract	method	benchmark	med
doi:10.3233/shti230347	2023	How Good Is ChatGPT for Medication Evidence Synthesis?	synthesize	evaluation	benchmark	med
doi:10.3233/shti251264	2025	Performance of LLMs in Citation Screening: A Comparison Across Datase…	screen	evaluation	human-agree	med
doi:10.32384/jeahil20623	2024	The role of ChatGPT in developing systematic literature searches: an…	search	guideline	none	med
doi:10.3389/fcimb.2026.1876326	2026	Artificial intelligence can match domain experts in evidence extracti…	extract	evaluation	human-agree	med
doi:10.3389/fdgth.2026.1799623	2026	Performance of large language models and prompt engineering strategie…	extract	evaluation	human-agree	med
doi:10.3389/fphar.2025.1454245	2025	How much can we save by applying artificial intelligence in evidence…	meta	evaluation	none	med
doi:10.3389/frai.2021.685298	2021	Sysrev: A FAIR Platform for Data Curation and Systematic Evidence Rev…	end2end	system	none	general
doi:10.3389/frai.2024.1454945	2024	Automated information extraction model enhancing traditional Chinese…	extract	method	benchmark	med
doi:10.3389/frai.2025.1587244	2025	From data extraction to analysis: a comparative study of ELISE capabi…	end2end	evaluation	benchmark	med
doi:10.3389/frai.2025.1662202	2025	Analysis of article screening and data extraction performance by an A…	end2end	evaluation	human-agree	med
doi:10.3389/frma.2025.1684137	2025	Can AI assess literature like experts? An entropy-based comparison of…	appraise	evaluation	human-agree	general
doi:10.3390/a18050296	2025	Benchmarking Multiple Large Language Models for Automated Clinical Tr…	extract	evaluation	benchmark	med
doi:10.3390/app12062891	2022	Survey of BERT-Base Models for Scientific Text Classification: COVID-…	screen	method	benchmark	med
doi:10.3390/app14199103	2024	Automating Systematic Literature Reviews with Retrieval-Augmented Gen…	meta	position	none	general
doi:10.3390/bdcc8090110	2024	Combining Semantic Matching, Word Embeddings, Transformers, and LLMs…	search	method	benchmark	general
doi:10.3390/bioengineering13070773	2026	From API to Action: A Multi-Model Comparison of OpenAI, Anthropic, Go…	extract	evaluation	human-agree	med
doi:10.3390/biomedicines11061623	2023	PRISMA Systematic Literature Review, including with Meta-Analysis vs.…	end2end	evaluation	human-agree	med
doi:10.3390/biomedinformatics3010009	2023	Towards Automated Meta-Analysis of Clinical Trials: An Overview	meta	position	none	med
doi:10.3390/biomedinformatics5010015	2025	How to Write Effective Prompts for Screening Biomedical Literature Us…	screen	guideline	none	med
doi:10.3390/biomedinformatics5020025	2025	Performance Comparison of Large Language Models for Efficient Literat…	screen	evaluation	benchmark	med
doi:10.3390/educsci15111488	2025	Machine Learning-Assisted Systematic Review: A Case Study in Learning…	screen	evaluation	human-agree	general
doi:10.3390/electronics14173404	2025	Integrated Survey Classification and Trend Analysis via LLMs: An Ense…	synthesize	method	benchmark	se
doi:10.3390/fi16050167	2024	A Hybrid Semi-Automated Workflow for Systematic and Literature Review…	end2end	method	none	general
doi:10.3390/healthcare12222241	2024	Enhancing Clinical Reasoning with Virtual Patients: A Hybrid Systemat…	end2end	evaluation	human-agree	med
doi:10.3390/info16050378	2025	Large Language Models in Systematic Review Screening: Opportunities,…	screen	guideline	none	med
doi:10.3390/info16050420	2025	PROMPTHEUS: A Human-Centered Pipeline to Streamline Systematic Litera…	end2end	system	none	general
doi:10.3390/info17050449	2026	Linguistic Polarity and Decision Architecture in LLM-Based Abstract S…	screen	evaluation	benchmark	med
doi:10.3390/info17050501	2026	Validating Large Language Models for Title-Abstract Screening in Low-…	screen	evaluation	human-agree	general
doi:10.3390/informatics13030043	2026	Artificial Intelligence in Literature Review Synthesis: A Step-by-Ste…	meta	guideline	none	general
doi:10.3390/jcm12165410	2023	Comparing Meta-Analyses with ChatGPT in the Evaluation of the Effecti…	synthesize	evaluation	benchmark	med
doi:10.3390/jcm12175550	2023	Examining the Validity of ChatGPT in Identifying Relevant Nephrology…	search	evaluation	benchmark	med
doi:10.3390/jcm15082830	2026	Efficacy of Large Language Models for Screening of Systematic Reviews…	screen	evaluation	human-agree	med
doi:10.3390/jcm15114230	2026	Evaluating Large Language Models for Automated Evidence Synthesis in…	extract	evaluation	benchmark	med
doi:10.3390/jcm15156005	2026	How Often Do Large Language Models Agree with Each Other—And with the…	extract	evaluation	human-agree	med
doi:10.3390/jpm13101457	2023	Navigating the Landscape of Personalized Medicine: The Relevance of C…	search	evaluation	benchmark	med
doi:10.3390/make7020028	2025	Accelerating Disease Model Parameter Extraction: An LLM-Based Ranking…	screen	method	benchmark	general
doi:10.3390/reports9010090	2026	Accelerating Evidence Synthesis: A BERT-Assisted Workflow for Meta-An…	screen	method	benchmark	med
doi:10.3390/systems11070351	2023	Harnessing the Power of ChatGPT for Automating Systematic Review Proc…	end2end	method	none	general
doi:10.34133/hds.0322	2025	LitAutoScreener: Development and Validation of an Automated Literatur…	screen	system	benchmark	med
doi:10.34190/ecrm.23.1.2528	2024	On the Use of Generative AI for Literature Reviews: An Exploration of…	meta	evaluation	none	general
doi:10.35542/osf.io/wn3cd	2024	MetaMate: Large Language Model to the Rescue of Automated Data Extrac…	extract	system	benchmark	general
doi:10.36469/001c.165173	2026	Evaluating AI Performance in Systematic Literature Reviews for HEOR:…	meta	evaluation	human-agree	med
doi:10.3758/s13428-026-03052-7	2026	Automating data extraction in meta-research: A multi-model benchmark…	extract	evaluation	benchmark	general
doi:10.3928/01477447-20231220-02	2023	Utility of Artificial Intelligence in Orthopedic Surgery Literature R…	search	evaluation	human-agree	med
doi:10.47176/mjiri.37.95	2023	A Scoping Review of Adopted Information Extraction Methods for RCTs	meta	position	none	med
doi:10.47909/ijsmc.52	2021	A roadmap toward the automatic composition of systematic literature r…	end2end	position	none	general
doi:10.5195/jmla.2025.1860	2025	Automated tools for systematic review screening methods: an applicati…	screen	evaluation	none	med
doi:10.5220/0013562900003967	2025	Evaluating Large Language Models for Literature Screening: A Systemat…	screen	evaluation	human-agree	general
doi:10.52591/lxai202012126	2020	Neural language models for text classification in evidence-based medi…	screen	method	benchmark	med
doi:10.5334/jors.730	2026	metaScreener: A Plugin-Based Desktop Application for Human-in-the-Loo…	screen	system	none	general
doi:10.59707/hymrolst8553	2026	Systematic Review Management Platforms Powered by Artificial Intellig…	meta	evaluation	none	med
doi:10.6087/kcse.384	2025	Research trends and comparisons of major generative artificial intell…	meta	evaluation	benchmark	general
doi:10.64898/2025.12.22.25342875	2025	When AI Meets the FDA: An Evaluation of Large Language Models Perform…	end2end	evaluation	human-agree	med
doi:10.64898/2025.12.24.25342959	2025	End-to-End Reliability of Automated Systems for Diagnostic Data Extra…	extract	evaluation	benchmark	med
doi:10.64898/2026.01.07.26343635	2026	Efficient Citation Screening by Weak Classifier Ensemble*	screen	method	benchmark	general
doi:10.64898/2026.02.07.26345640	2026	Collaborative large language models (LLMs) are all you need for scree…	screen	method	human-agree	general
doi:10.64898/2026.02.17.706322	2026	Breaking the Extraction Bottleneck: A Single AI Agent Achieves Statis…	extract	evaluation	human-agree	general
doi:10.64898/2026.02.25.26347053	2026	Accuracy and efficiency of using artificial intelligence for data ext…	extract	evaluation	human-agree	med
doi:10.64898/2026.03.03.26346690	2026	Show Your Work: Verbatim Evidence Requirements and Automated Assessme…	screen	method	benchmark	med
doi:10.64898/2026.03.04.26347506	2026	Evaluating a Locally Deployed 20-Billion Parameter Large Language Mod…	screen	evaluation	human-agree	med
doi:10.64898/2026.04.06.716861	2026	Quantifying Scientific Consensus in Biomedical Hypotheses via LLM-Ass…	screen	method	none	med
doi:10.64898/2026.04.08.26350384	2026	JARVIS, should this study be selected for full-text screening? Perfor…	screen	system	benchmark	med
doi:10.64898/2026.04.13.26350802	2026	Cochrane Evaluation of (Semi-) Automated Review Methods (CESAR): Prot…	meta	evaluation	human-agree	med
doi:10.64898/2026.04.28.26352009	2026	MechaScreener: Large Language Model-Based Automated Screening for Sys…	screen	system	benchmark	general
doi:10.64898/2026.06.02.26354724	2026	Audited large language model triage for systematic review screening i…	screen	evaluation	human-agree	med
doi:10.64898/2026.06.26.26356653	2026	Autonomous generation of decision-grade clinical evidence	end2end	system	benchmark	med
doi:10.64898/2026.06.26.26356718	2026	Enhancing Title and Abstract Priority Screening Through EdRoSi AI Pip…	screen	system	benchmark	general
doi:10.64898/2026.07.01.26356995	2026	Comparing Artificial Intelligence versus Human Screening in Systemati…	screen	evaluation	human-agree	med
doi:10.64898/2026.07.29.741127	2026	Operationalising LLM-assisted screening of literature to support syst…	screen	method	human-agree	general
doi:10.64898/2026.07.30.26359375	2026	A PRISMA-Aligned Agentic Framework for Medical Systematic Reviews and…	end2end	system	none	med
doi:10.66434/ijssr.v1i1.538	2026	ystematic reviews in the era of artificial intelligence: Opportunitie…	meta	position	none	general
doi:10.69528/jkmla.2025.52.1.28	2025	Quality Evaluation of Generative AI–Based Search Strategies in System…	search	evaluation	human-agree	med
doi:10.7142/igakutoshokan.72.3_136	2025	Expanding the Feasibility of Systematic Reviews With AI Support: A Pr…	screen	evaluation	none	general
doi:10.7326/annals-24-02189	2025	Development of Prompt Templates for Large Language Model–Driven Scree…	screen	method	human-agree	med
doi:10.7326/annals-25-00012	2025	Large Language Models for Screening Search Results in Systematic Revi…	screen	position	none	general
doi:10.7326/annals-25-00739	2025	Artificial Intelligence–Assisted Data Extraction With a Large Languag…	extract	evaluation	human-agree	med
doi:10.7326/m22-0092	2022	Accuracy and Efficiency of Machine Learning–Assisted Risk-of-Bias Ass…	appraise	evaluation	human-agree	med
doi:10.7326/m23-3389	2024	Sensitivity and Specificity of Using GPT-3.5 Turbo Models for Title a…	screen	evaluation	human-agree	med
doi:10.7717/peerj-cs.2822	2025	Validation of automated paper screening for esophagectomy systematic…	screen	evaluation	human-agree	med
doi:10.7759/cureus.111193	2026	Benchmarking a Local Schema-Constrained Large Language Model Pipeline…	end2end	system	benchmark	med
doi:10.7759/cureus.37281	2023	Overview of Early ChatGPT’s Presence in Medical Literature: Insights…	meta	position	none	med
doi:10.7759/cureus.43023	2023	Streamlining Systematic Reviews: Harnessing Large Language Models for…	appraise	position	none	med
doi:10.7759/cureus.90026	2025	Is Large Language Model-Assisted Citation Screening Feasible in a Sco…	screen	evaluation	human-agree	med
t:methodologicalinformationextractionfromrandomizedcontrolledtrialpublicationsapil	2022	Methodological information extraction from randomized controlled tria…	extract	method	benchmark	med
