key	status	code	year	title	cluster	priority	relevance	url
doi:10.1109/etfa.2008.4638383	screened		2008	Partial-observation reachability estimates	partial-observation-state-estimation	medium	Constructs an estimation reachability graph for interpreted Petri nets under partial state and event observation; estimates possible states rather than partitioning inputs	
doi:10.1145/3240765.3240822	screened		2018	Logic synthesis of binarized networks	neural-knowledge-compilation	medium	Synthesizes binarized neural inference into equivalent logic circuits for implementation rather than enumerating observer fibers	
doi:10.1145/3377812.3390895	candidate		2020	Summary-Guided Incremental Symbolic Execution	incremental-symbolic-search	high	Two-page poster proposes path-suffix summaries that identify change-affected paths and prune paths without incremental behaviors	
doi:10.1109/dsn.2009.5270315	screened		2009	Fitness-guided symbolic exploration	target-guided-symbolic-search	high	Uses state-dependent fitness functions to prioritize paths closer to one requested coverage target without exactness or completeness under budgets	
doi:10.1007/978-3-642-02652-2_16	screened		2009	Abstraction-guided concurrent testing	target-guided-symbolic-search	high	Uses a backward-sliced target abstraction to rank thread and data nondeterminism, refining guidance when it stalls	
doi:10.1145/2610384.2610392	screened		2014	Coverage-preserving seed reduction	coverage-preserving-seed-reduction	high	Reduces and prioritizes the concrete seed suite before symbolic exploration while preserving its statement-coverage observation	
doi:10.1093/comjnl/bxn075	candidate		2010	Slicing Execution with Partial Weakest Precondition for Model Abstraction of C Programs	property-guided-program-slicing	high	Publisher abstract describes partial-weakest-precondition slicing as a conservative program abstraction rather than an observer-fiber enumerator	
doi:10.1109/apsec.1997.640172	candidate		1997	Finite symbolic reachability graphs for high-level Petri nets	symbolic-state-reduction	high	Primary abstract proposes finite symbolic reachability graphs for a class of high-level Petri nets; full text remains needed	
doi:10.1109/pnpm.1989.68539	candidate		1989	Colored GSPN models and automatic symmetry detection	symmetry-reduced-state-space	medium	Automatically detects symmetries in colored generalized stochastic Petri nets; retained as an early supporting state-reduction neighbor	
doi:10.1007/978-3-658-12680-3_5	candidate		2016	State Subsumption Reduction	symbolic-state-equivalence	high	Book chapter on subsumption reduction in complete SystemC symbolic simulation; primary verification remains pending	
doi:10.1109/date.1999.761091	candidate		1999	Symbolic reachability analysis of large finite state machines using don't cares	symbolic-state-reduction	medium	Uses don't-cares during symbolic finite-state-machine reachability; two Crossref DOI records describe the same work	
doi:10.1007/s10009-007-0057-7	candidate		2008	Efficient guided symbolic reachability using reachability expressions	symbolic-reachability-order	high	Reachability expressions exploit schedule equivalence to guide traversal order rather than omit exact observer fibers	
doi:10.1007/11691372_8	excluded	E7-duplicate-version	2006	Efficient Guided Symbolic Reachability Using Reachability Expressions	symbolic-reachability-order	medium	Conference precursor of the retained expanded journal treatment	
doi:10.1109/euasic.1992.228061	candidate		1992	Reduction of the number of symbolic outputs of finite state machines	symbolic-output-reduction	high	Title-level candidate on reducing finite-state-machine symbolic outputs; primary full text is required before importing a mechanism	
doi:10.1145/3678188	candidate		2025	SmartExecutor: Coverage-Driven Symbolic Execution Guided via State Prioritization and Function Selection	coverage-guided-symbolic-search	medium	Coverage-driven symbolic execution using state prioritization and function selection rather than an exact observer quotient	
doi:10.1007/978-3-642-45422-6_1	candidate		2013	Dynamic Symbolic Execution Guided by Data Dependency Analysis for High Structural Coverage	coverage-guided-symbolic-search	high	Dependency-guided DSE targets high structural coverage; primary full text remains needed	
doi:10.3724/sp.j.1016.2011.00953	candidate		2011	Target-Directed Concolic Testing	target-guided-symbolic-search	medium	Target-directed concolic testing comparator retained from title and bibliographic screening	
doi:10.1007/978-3-540-71560-3_3	candidate		2007	Reduced Reachability Graphs	symbolic-state-reduction	high	Title-level reduced-reachability-graph candidate requiring primary full text	
doi:10.1109/ipps.1992.222996	candidate		1992	Hierarchically organized Petri net state space for reachability and deadlock analysis	symbolic-state-reduction	high	Hierarchically organizes a Petri-net state space for reachability and deadlock analysis; full text remains needed	
doi:10.1145/800205.806327	candidate		1976	Symbolic evaluation of programs	symbolic-evaluation	medium	Historical symbolic-evaluation title retained for full-text follow-up; no observer-quotient claim is imported	
doi:10.21236/ada538843	candidate		2009	Loop-Extended Symbolic Execution on Binary Programs	loop-symbolic-execution	medium	Loop-extended binary symbolic execution models symbolic loop counts but does not establish an observer quotient	
doi:10.1007/978-3-642-24288-5_19	excluded	E7-duplicate-version	2011	A Fully Symbolic Bisimulation Algorithm	bisimulation-quotient	medium	Conference precursor of the retained expanded journal treatment	
doi:10.32614/rj-2018-080	screened		2019	Consistency Cubes	boolean-minimization	high	Exactly enumerates complete minimal prime implicants while pruning subsets already covered by discovered implicants	
doi:10.1109/ijcnn.1999.833457	candidate		1999	Rule Extraction from Boolean Artificial Neural Networks	neural-rule-extraction	medium	Direct Boolean-neural-network rule-extraction predecessor; exactness and fixed-network semantics still require primary full-text verification	
doi:10.1080/10170660409509384	screened		2004	Boolean-algebra neural rule extraction	neural-rule-extraction	high	Composes exact per-neuron Boolean functions through a binary or bipolar network and removes redundant hidden neurons without changing its function	
doi:10.36227/techrxiv.22122200.v2	candidate		2023	A Boolean Algebra Based Rule Extraction Algorithm That Extracts If-then Classification Rules from Three-layer Neural Networks with General Inputs	neural-rule-extraction	medium	General-input extension discretizes continuous inputs and is retained as an empirical rule-extraction boundary rather than an exact finite-observer result	
doi:10.1049/cp:19991161	screened		1999	Rule Extraction from Binary Neural Networks	neural-rule-extraction	low	Hamming-clustering construction learns a binary classifier and rules from samples rather than exactly compiling a fixed network	
doi:10.1145/3287624.3287722	candidate		2019	Energy-efficient, low-latency realization of neural networks through boolean logic minimization	neural-knowledge-compilation	medium	Minimizes a binarized network into Boolean logic for hardware realization rather than enumerating internal-observer fibers	
doi:10.1007/11691617_10	screened		2006	Abstract subsumption checking	symbolic-state-equivalence	high	Backtracks when an abstract symbolic heap state is subsumed by a previously visited state, yielding finite under-approximate exploration for recursive heaps and arrays	
doi:10.1007/978-3-658-12680-3_6	candidate		2016	Heuristic Symbolic Subsumption	symbolic-state-equivalence	high	Heuristic companion to complete SystemC subsumption reduction; exact preservation conditions require primary reconciliation	
doi:10.1145/3368089.3409755	screened		2020	Learned aggressive state pruning	coverage-guided-symbolic-search	high	Learns an aggressive probabilistic state-pruning strategy for coverage and bug finding and intentionally sacrifices exhaustive state retention	
doi:10.1109/tse.2025.3555622	screened		2025	LLM-pruning symbolic execution	target-guided-symbolic-search	high	Uses an LLM to prune functions judged irrelevant to numerical-defect discovery; retained as an explicitly approximate requested-defect boundary	
doi:10.1109/acsd.2012.18	screened		2012	DPOR for concolic testing	partial-order-reduction	high	Combines concolic execution with dynamic partial-order reduction to omit schedules redundant under read commutativity and dependency analysis	
doi:10.1145/2774975.2774978	screened		2015	Counterexample-complete higher-order verification	concolic-input-search	high	Uses controlled dynamic dispatch and progressive higher-order unfolding to obtain sound proofs and counterexample-complete search for terminating pure programs	
doi:10.1109/tac.2020.2983088	screened		2021	Hierarchical basis reachability graphs	partial-observation-state-estimation	high	A two-layer hierarchical basis reachability graph accelerates marking estimation under unobservable transitions; claim is primary-abstract limited	
doi:10.1007/978-3-642-84524-6_13	candidate		1991	Well-formed colored-net symbolic reachability	symmetry-reduced-state-space	high	Early well-formed colored-net symbolic reachability graph predecessor to the retained 1997 journal treatment; exact version relationship remains to be verified	
doi:10.1016/j.tcs.2006.07.008	candidate		2006	Complete symbolic reachability analysis using back-and-forth narrowing	symbolic-state-reduction	high	Complete symbolic reachability through back-and-forth narrowing in rewriting logic; different state model and no requested input observer	
doi:10.3233/fi-222162	screened		2023	Efficient colored-net unfolding	symbolic-state-reduction	high	Quotients behaviorally equivalent colors and excludes impossible place colors while preserving a bisimilar unfolded Petri net	
doi:10.1007/978-3-642-02658-4_31	screened		2009	Monotonic partial-order reduction	partial-order-reduction	high	Uses SAT/SMT quasi-monotonic schedule constraints for sound symbolic POR with no redundant interleavings under its optimality criterion	
doi:10.1007/978-3-642-20398-5_29	screened		2011	Symbolic model checking with POR	partial-order-reduction	high	Combines BDD symbolic model checking with partial-order reduction while preserving LTL without next	
doi:10.1007/11560548_25	screened		2005	Symbolic POR for rule systems	partial-order-reduction	high	Encodes transition independence symbolically and uses SAT to retain representative rule-system interleavings	
doi:10.1109/ase.2011.6100044	screened		2011	Local partial-order reduction	partial-order-reduction	high	Locally checkable stubborn-set conditions support sound domain-specific state-space reductions	
doi:10.1007/s10009-019-00507-5	screened		2019	Combining sequentialization-based verification of multi-threaded C programs with symbolic Partial Order Reduction	partial-order-reduction	high	Bound-aware symbolic POR removes redundant schedules from sequentialized multithreaded C while preserving bounded reachability according to the publisher abstract	
doi:10.1007/978-3-319-95582-7_35	screened		2018	Approximate partial-order reduction	partial-order-reduction	high	Generalizes POR to approximately commuting actions and nearby initial states with explicit epsilon and delta approximation parameters	
doi:10.1007/978-3-030-64354-6_13	deep-read		2020	Symbolic execution meets POR	partial-order-reduction	critical	Schedule-bearing symbolic paths are merged and pruned by POR with correctness and completeness relative to concrete multithreaded executions	
doi:10.1007/3-540-56496-9_9	candidate		1993	Symbolic bisimulation minimisation	bisimulation-quotient	high	Foundational BDD symbolic bisimulation-minimization algorithm; retained as lineage evidence pending direct primary full-text verification	
doi:10.1023/a:1016091902809	deep-read		2002	Bisimulation minimization and symbolic checking	bisimulation-quotient	high	Computes an atomic-proposition-relative symbolic bisimulation quotient and shows that quotient construction can cost more than direct invariant checking	
doi:10.1016/s1571-0661(04)80547-4	screened		2002	Rank-based symbolic bisimulation	bisimulation-quotient	high	Computes maximum bisimulation through a rank-based fully symbolic algorithm	
doi:10.1007/11901914_35	screened		2006	Symbolic bisimulation toolbox	bisimulation-quotient	high	Provides signature-based BDD algorithms and a toolbox for multiple strong and weak bisimulation relations	
doi:10.1007/s10009-017-0468-z	screened		2018	Multi-core symbolic bisimulation	bisimulation-quotient	high	Parallel signature refinement and quotient construction scale symbolic bisimulation and can sharply reduce the BDD encoding of the quotient	
doi:10.1016/b978-0-444-89874-6.50028-3	deep-read		1992	Coverage-preserving reachability reductions	partial-order-reduction	high	Two partial-order strategies remove redundant concurrent sequences while preserving full state coverage, alongside state compression	
doi:10.1145/1005920.1005924	screened		1981	Program Reduction Using Symbolic Execution	program-specialization	medium	Uses symbolic execution to specialize a correct program to a restricted input domain; retained as a historical program-reduction boundary	
doi:10.1109/acc.2003.1238961	deep-read		2003	Marking estimation under partial observation	partial-observation-state-estimation	critical	Represents exactly the markings consistent with an observed transition-label word by a fixed-structure linear system independent of word length	
doi:10.1007/s10626-009-0060-0	deep-read		2009	Timed Petri-net state observer	partial-observation-state-estimation	high	Combines temporal constraints with a class-graph observer to estimate current state and event scenarios under unobservable events	
doi:10.1109/tac.2012.2203050	excluded	E7-duplicate-version	2013	Minimum initial marking estimation	partial-observation-state-estimation	medium	Expanded continuation retained as lineage metadata; detailed claims are pinned to the deep-read 2009 primary precursor	
doi:10.1109/acc.2009.5160266	deep-read		2009	Minimum initial marking estimation	partial-observation-state-estimation	high	Full primary text supports the detailed definitions, complete algorithm, and complexity scope used in the evidence matrix	
doi:10.1109/cdc.1997.652507	candidate		1997	Petri-net state estimators from events	partial-observation-state-estimation	high	Direct event-observation Petri-net state-estimator antecedent; detailed construction remains primary-full-text pending	
doi:10.1109/etfa.2003.1247722	deep-read		2003	Nondeterministic labeled-net observers	partial-observation-state-estimation	high	Characterizes exactly the current markings consistent with an observed word in a nondeterministic lambda-free labeled Petri net	
doi:10.1109/cdc.1988.194300	candidate		1988	Dynamical Logic Observers for Finite Automata	partial-observation-state-estimation	high	Finite-automaton dynamical-logic observer computes state sets consistent with observation history; primary detail remains pending	
doi:10.1109/tac.2002.802769	screened		2002	Observability of Place/Transition Nets	partial-observation-state-estimation	medium	Defines observability properties for place/transition nets as supporting lineage rather than an input-fiber enumerator	
doi:10.1109/saner67736.2026.00112	deep-read		2026	Path-optimal heap symbolic execution	heap-symbolic-execution	critical	Embeds heap-alias alternatives in ite-valued fields and empirically achieves one symbolic trace per program path; formal GSE equivalence is explicitly future work	
doi:10.1145/2429069.2429081	deep-read		2013	Relatively complete higher-order verification	higher-order-verification	critical	Proves a quantified refinement type system sound and relatively complete for higher-order functional safety while documenting practical inference incompleteness	
doi:10.1145/2480359.2429081	excluded	E7-duplicate-version	2013	Automating relatively complete verification of higher-order functional programs	higher-order-verification	medium	Journal-record alias of the retained POPL proceedings article	
doi:10.1145/3158100	screened		2018	Relatively complete nondeterministic refinement types	higher-order-verification	high	Extends sound relative completeness to universal and existential reasoning about higher-order nondeterministic safety and termination properties	
doi:10.4204/eptcs.99.6	screened		2012	Abstract graph-state subsumption	symbolic-state-equivalence	high	Discards an abstract graph shape when another denotes a superset of its concrete states, reducing an over-approximate graph state space	
doi:10.1109/access.2019.2894352	deep-read		2019	Minimum markings with silent transitions	partial-observation-state-estimation	critical	Computes the complete minimum-token initial-marking set for an observed label word under contact-free unobservable transitions	
doi:10.1109/tsmc.2024.3357742	screened		2024	Minimum markings via minimal explanations	partial-observation-state-estimation	high	Uses minimal explanations to estimate minimum-token initial markings in nets with unobservable transitions under the stated firing assumption	
doi:10.1109/tac.2024.3510521	screened		2025	Minimum-token-number prediction	partial-observation-state-estimation	high	Predicts the minimum token number with a label-synthesis net and reports polynomial dependence on observed-word length	
doi:10.1016/j.ins.2023.119922	screened		2024	Timed marking estimation from observations	partial-observation-state-estimation	high	Builds an observed modified state-class graph for timed states consistent with a time-label observation under silent transitions	
doi:10.1016/j.ins.2025.122618	screened		2026	Minimum timed initial-state estimation	partial-observation-state-estimation	high	Returns minimum-token initial markings with firing-delay constraints consistent with an observed time-label sequence under bounded silent firings	
doi:10.1007/s10626-026-00450-z	screened		2026	Estimation without observed transitions	partial-observation-state-estimation	high	Infers transition firings and full markings from observable place markings even when no transition firing is directly observed	
doi:10.1007/s10626-007-0036-x	deep-read		2008	Reduced Petri-net observer	partial-observation-state-estimation	critical	Enumerates minimal explanations and basis markings whose unobservable reach exactly equals the complete current-marking estimate	
doi:10.1109/tac.2015.2496500	deep-read		2016	Observation-equivalent Petri-net generators	observer-equivalence	critical	Defines observation equivalence by equal consistent firing-sequence sets and compiles bounded marking-output observers to equivalent adaptive labels	
doi:10.3182/20140514-3-fr-4046.00060	excluded	E7-duplicate-version	2014	Observation Equivalence of Petri Net Generators	observer-equivalence	medium	Conference precursor of the retained expanded journal treatment	
doi:10.1109/tac.2014.2343373	screened		2015	Probabilistic marking estimation	partial-observation-state-estimation	high	Recursively computes conditional probabilities for every possible marking given observed labels and a finite prior-weighted initial set	
doi:10.1109/cdc.2013.6760886	excluded	E7-duplicate-version	2013	Probabilistic marking estimation in labeled Petri nets	partial-observation-state-estimation	medium	Conference precursor of the retained expanded probabilistic journal treatment	
doi:10.1109/cdc.2014.7040445	candidate		2014	53rd IEEE Conference on Decision and Control	partial-observation-state-estimation	high	Computes posterior probabilities over a finite candidate set of initial markings from an observed label sequence; relationship to the 2015 current-marking article needs full-text reconciliation	
doi:10.1109/smc.2013.401	candidate		2013	IEEE International Conference on Systems, Man, and Cybernetics	partial-observation-state-estimation	high	Direct marking-observer treatment with uncertainty in the initial marking retained from primary metadata	
doi:10.1007/978-3-319-89963-3_14	deep-read		2018	Optimal DPOR with future observers	partial-order-reduction	critical	Makes operation dependencies conditional on future observer events and explores exactly one representative per maximal observational-equivalence class	
doi:10.1016/j.jss.2023.111730	deep-read		2023	Context-sensitive optimal DPOR with observers	partial-order-reduction	critical	Combines state-sensitive commutation with future-event observers in an exact optimal schedule quotient and reports exponential reductions	
doi:10.1145/3293882.3330565	excluded	E7-duplicate-version	2019	Optimal context-sensitive dynamic partial order reduction with observers	partial-order-reduction	medium	Conference precursor of the retained expanded journal treatment	
doi:10.1145/2535838.2535845	candidate		2014	Optimal Dynamic Partial Order Reduction	partial-order-reduction	high	Foundational optimal DPOR wakeup-tree lineage rediscovered by the observer-conditioned query	
doi:10.1145/3073408	candidate		2017	Source Sets	partial-order-reduction	high	Source-set DPOR predecessor retained as supporting exact schedule-reduction lineage	
doi:10.1007/s10703-020-00350-4	candidate		2021	Quasi-Optimal Partial Order Reduction	partial-order-reduction	high	Quasi-optimal partial-order reduction comparator surfaced by the exact optimal-schedule query	
doi:10.1145/3498711	candidate		2022	Truly Stateless, Optimal Dynamic Partial Order Reduction	partial-order-reduction	high	Truly stateless optimal DPOR lineage retained as a later schedule-enumeration comparator	
doi:10.1109/codit.2019.8820467	candidate		2019	Towards a Minimum Initial Marking Estimation Procedure for P-Time Labelled Petri net Systems	partial-observation-state-estimation	high	Minimum-token initial-marking procedure for P-time labeled nets consistent with partial label and timing observations; primary details remain limited	
doi:10.1016/j.ic.2020.104674	screened		2022	Pomset Bisimulation and Unfolding for Reset Petri Nets	partial-order-reduction	high	Defines pomset bisimulation and finite complete unfolding prefixes for reset nets to represent concurrency without all interleavings	
doi:10.1109/ddecs.2006.1649562	candidate		2006	IEEE Design and Diagnostics of Electronic Circuits and Systems	bisimulation-quotient	high	Early BDD and signature-refinement implementation for symbolic branching-bisimulation minimization	
doi:10.1145/1228784.1228880	candidate		2007	ACM Great Lakes Symposium on VLSI	bisimulation-quotient	high	Block forwarding split-driven refinement and ordering optimizations for BDD-based bisimulation computation	
doi:10.1145/1993498.1993565	candidate		2011	Precise and compact modular procedure summaries for heap manipulating programs	heap-symbolic-execution	high	Builds precise compact modular procedure summaries for heap-manipulating programs; direct guarded-summary lineage preceding exact heap initialization	
doi:10.1145/1047659.1040334	candidate		2005	Scalable error detection using boolean satisfiability	heap-symbolic-execution	high	Uses SAT-backed guarded heap values in scalable error detection; retained as an antecedent to conditional heap summaries	
doi:10.1007/978-3-662-46081-8_22	candidate		2015	Automatic Inference of Heap Properties Exploiting Value Domains	heap-analysis	medium	Infers heap properties by combining shape and value domains; supporting abstract-heap lineage rather than an observer-fiber enumerator	
doi:10.1145/1328897.1328467	candidate		2008	Generating precise and concise procedure summaries	heap-analysis	medium	Generates precise concise procedure summaries for heap behavior; supporting modular-summary lineage	
doi:10.1145/2557833.2560579	excluded	E7-duplicate-version	2014	Towards a lazier symbolic pathfinder	heap-symbolic-execution	medium	Precursor of the retained exact-heap-summary treatment	
doi:10.1145/3183440.3194964	excluded	E7-duplicate-version	2018	Testing heap-based programs with Java StarFinder	heap-symbolic-execution	medium	Tool-demonstration precursor in the retained Java StarFinder heap-testing lineage	
doi:10.1007/978-3-030-31784-3_12	screened		2019	Enhancing Symbolic Execution of Heap-Based Programs with Separation Logic for Test Input Generation	heap-symbolic-execution	high	Combines separation logic with heap symbolic execution for test-input generation; close successor to exact guarded summaries	
doi:10.1007/978-3-030-30942-8_27	screened		2019	Concolic Testing Heap-Manipulating Programs	heap-symbolic-execution	high	Concolic testing lineage for heap-manipulating programs using a compact heap representation	
doi:10.4230/lipics.ecoop.2023.19	screened		2023	Exact Separation Logic (Extended Version)	separation-logic	high	Exact separation-logic specifications compose precise success and error behaviors; exactness concerns specifications rather than observer fibers	
doi:10.1007/bf00264295	candidate		1983	A sound and relatively complete Hoare-logic for a language with higher type procedures	higher-order-verification	high	Sound and relatively complete Hoare logic for a language with higher-type procedures; historical relative-completeness anchor	
doi:10.1007/11787006_31	candidate		2006	Descriptive and Relative Completeness of Logics for Higher-Order Functions	higher-order-verification	high	Studies descriptive and relative completeness of logics for higher-order functions; supporting metatheoretic lineage	
doi:10.1109/lics.2011.22	candidate		2011	Linear Dependent Types and Relative Completeness	higher-order-verification	high	Linear dependent types yield a relative-completeness result preceding automated refinement-type verification	
doi:10.1145/3607831	candidate		2023	Higher-Order Property-Directed Reachability	higher-order-verification	high	Higher-order property-directed reachability extends the verification lineage without enumerating exact observer fibers	
doi:10.1007/s10626-005-5239-4	screened		2005	Exact marking estimation with silent transitions	partial-observation-state-estimation	high	Represents the complete marking set consistent with an observed label word by a fixed-structure linear system for contact-free nondeterministic silent transitions	
doi:10.1016/j.ifacol.2017.08.1240	screened		2017	Representative-marking estimation	partial-observation-state-estimation	high	Uses representative markings and linear systems to characterize the full consistent-marking set without exhaustive reachability	
doi:10.1109/tsmc.2014.2353575	screened		2015	Marking Estimation of P-Time Petri Nets With Unobservable Transitions	partial-observation-state-estimation	high	Returns the complete marking set consistent with timed observations in P-time Petri nets with silent transitions	
doi:10.1109/tase.2013.2290314	candidate		2014	State Estimation of Timed Labeled Petri Nets With Unobservable Transitions	partial-observation-state-estimation	high	Characterizes least and greatest silent timed-Petri firing sequences consistent with an observation by finite algebraic and linear-programming constraints	
doi:10.1109/tac.2016.2592952	screened		2017	Marking Observer in Labeled Petri Nets With Application to Supervisory Control	partial-observation-state-estimation	high	Constructs a marking observer for labeled Petri nets and applies the exact estimate to supervisory control	
doi:10.1109/tac.2019.2907413	screened		2020	Complete timed marking-set estimation	partial-observation-state-estimation	high	Determines the complete timed-labeled-Petri marking consistency set by a linear characterization without constructing the full state-class graph	
doi:10.1109/etfa46521.2020.9211942	screened		2020	State estimation without event observation	partial-observation-state-estimation	high	Computes exact possible-state and clock-region sets for timed automata under state observation without event observation	
doi:10.1007/978-3-319-63387-9_26	candidate		2017	Context-Sensitive Dynamic Partial Order Reduction	partial-order-reduction	high	Introduces context-sensitive independence for DPOR, preceding its combination with future observers	
doi:10.1145/3158119	candidate		2018	Data-centric dynamic partial order reduction	partial-order-reduction	high	Data-centric DPOR coarsens schedule equivalence around shared-data observations	
doi:10.1145/3360576	screened		2019	Optimal reads-from schedule quotient	partial-order-reduction	high	Explores one representative per reads-from equivalence class for sequentially consistent programs under the stated optimality result	
doi:10.1007/978-3-030-53288-8_18	candidate		2020	Symbolic Partial-Order Execution for Testing Multi-Threaded Programs	partial-order-reduction	high	Symbolic partial-order execution combines symbolic inputs with an unfolding-style concurrency representation	
doi:10.1007/978-3-030-81685-8_16	screened		2021	Reads-value-from stateless model checking	partial-order-reduction	high	Soundly and completely checks local safety with at most one maximal trace per reads-value-from equivalence class	
doi:10.1145/3591247	screened		2023	Canonical symbolic distributed exploration	partial-order-reduction	high	Uses canonical fine-grained symbolic configurations to avoid redundant distributed states, interleavings, and computation	
doi:10.1007/978-3-031-65630-9_2	screened		2024	Parsimonious Optimal Dynamic Partial Order Reduction	partial-order-reduction	high	Enumerates one representative per declared schedule class with polynomial worst-case memory	
doi:10.1007/978-3-032-06847-7_9	screened		2025	Dynamic cone-of-influence reduction	property-directed-reduction	high	Simplifies statements on the fly relative to the current property, state, and interleaving; close requested-observer relevance analogue	
doi:10.1145/3236024.3236028	candidate		2018	Adversarial symbolic execution for detecting concurrency-related cache timing leaks	partial-order-reduction	medium	Adversarial symbolic execution exhaustively combines feasible paths and schedules for concurrency cache-leak detection without an input quotient	
doi:10.1007/978-3-030-21759-4_13	candidate		2019	Unfolding-Based Dynamic Partial Order Reduction of Asynchronous Distributed Programs	partial-order-reduction	medium	Uses unfoldings to drive DPOR for asynchronous distributed programs	
doi:10.1007/978-3-031-37706-8_12	candidate		2023	Unblocking Dynamic Partial Order Reduction	partial-order-reduction	high	Sound complete strongly optimal DPOR avoids useless blocked executions	
doi:10.1145/3591243	candidate		2023	Dynamic Partial Order Reduction for Checking Correctness against Transaction Isolation Levels	partial-order-reduction	high	Sound complete optimal polynomial-space DPOR under weak transaction-isolation semantics	
doi:10.1145/3656449	candidate		2024	SPORE: Combining Symmetry and Partial Order Reduction	partial-order-reduction	high	Combines symmetry and partial-order reduction in stateless model checking	
doi:10.1007/s10703-025-00479-0	candidate		2025	Awaiting for Godot: stateless model checking that avoids executions where nothing happens	partial-order-reduction	high	Explores exactly one class representative while omitting await and pure-loop executions where no visible progress occurs	
doi:10.1109/csmr.2003.1192425	deep-read		2003	Conditional-value preprocessing	merged-evaluation	critical	Uses nested conditional values to compute exact compilation guards and macro values without enumerating preprocessor paths	
doi:10.1109/iccq65694.2025.11314570	screened		2025	Path-minimal TypeScript objects	heap-symbolic-execution	high	Constructs entry objects containing exactly the properties required to replay one chosen TypeScript execution path	
doi:10.1109/tse.2017.2659751	deep-read		2018	Postconditioned path subsumption	symbolic-state-equivalence	critical	Summarizes explored paths with weakest preconditions and exactly prunes a suffix subsumed by previously covered behavior	
doi:10.1109/sefm.2007.43	screened		2007	Case-optimal bounded heap exploration	heap-symbolic-execution	high	Generates a minimum bounded set of non-isomorphic heap cases for strong-property analysis; explicit exact-heap-summary predecessor	
doi:10.1109/tse.2026.3667998	screened		2026	FENSE: Feedback-Driven Incremental Symbolic Execution for Redundant Path Elimination	incremental-symbolic-search	high	Uses prior path summaries and monitored divergence variables to prune paths with identical incremental behavior	
doi:10.1145/2345156.1993565	excluded	E7-duplicate-version	2011	Precise and compact modular procedure summaries for heap manipulating programs	heap-symbolic-execution	medium	Crossref container alias of the retained PLDI article	
doi:10.1145/1993316.1993565	excluded	E7-duplicate-version	2011	Precise and compact modular procedure summaries for heap manipulating programs	heap-symbolic-execution	medium	Crossref proceedings alias of the retained PLDI article	
doi:10.1145/2737924.2737971	deep-read		2015	Relatively complete higher-order counterexamples	higher-order-verification	critical	Symbolically decomposes unknown higher-order functions and proves sound relatively complete concrete counterexample generation modulo the base solver	
doi:10.1145/2813885.2737971	excluded	E7-duplicate-version	2015	Relatively complete counterexamples for higher-order programs	higher-order-verification	medium	Journal-record alias of the retained PLDI proceedings article	
doi:10.1017/s0956796816000216	screened		2017	Higher-order symbolic contract execution	higher-order-verification	high	Extends higher-order symbolic execution to first-class contracts and concrete functional counterexamples with qualified relative completeness	
doi:10.1007/978-3-540-27793-4_15	screened		2004	New Canonical Representative Marking Algorithms for Place/Transition-Nets	symmetry-reduced-reachability	high	Computes exactly one canonical representative marking per declared place-symmetry orbit	
doi:10.1109/etfa.2013.6648063	screened		2013	Timed marking estimation with silent transitions	partial-observation-state-estimation	high	Uses a modified state-class graph and linear programs for timed marking estimation with silent transitions; later corrections limit imported claims	
doi:10.1109/tii.2022.3200598	candidate		2023	Digital-Twin Consistency Checking Based on Observed Timed Events With Unobservable Transitions in Smart Manufacturing	partial-observation-state-estimation	high	Partitions timed colored-Petri state classes to generate candidate next observed events through silent behavior in digital-twin consistency checking	
doi:10.1145/2737924.2737975	screened		2015	Maximal-causality schedule reduction	partial-order-reduction	high	Partitions the trace space into maximal causal models and claims a provably minimal number of explored executions	
doi:10.1145/2813885.2737975	excluded	E7-duplicate-version	2015	Stateless model checking concurrent programs with maximal causality reduction	partial-order-reduction	medium	Journal-record alias of the retained PLDI proceedings article	
doi:10.1145/2814270.2814297	screened		2015	SATCheck: SAT-directed stateless model checking for SC and TSO	partial-order-reduction	high	Uses SAT-directed stateless exploration to retain interleavings that expose new concrete behaviors under SC and TSO	
doi:10.1145/2858965.2814297	excluded	E7-duplicate-version	2015	SATCheck: SAT-directed stateless model checking for SC and TSO	partial-order-reduction	medium	Crossref container alias of the retained OOPSLA paper	
doi:10.1145/3276505	screened		2018	Optimal stateless model checking under the release-acquire semantics	partial-order-reduction	high	Explores each program-order and reads-from relation once under release-acquire semantics while omitting unneeded coherence choices	
doi:10.1145/3360550	deep-read		2019	Value-centric DPOR	partial-order-reduction	critical	Partitions maximal traces by value-happens-before, sometimes exponentially more coarsely, with polynomial time per class for bounded threads	
doi:10.1145/3293882.3338987	candidate		2019	Conditional dynamic partial order reduction and optimality results	partial-order-reduction	medium	Doctoral-symposium synthesis of conditional independence and optimal DPOR rather than a separate completed result	
doi:10.1145/1040305.1040315	screened		2005	Dynamic partial-order reduction	partial-order-reduction	high	Foundational dynamic partial-order reduction explores persistent schedule representatives during stateless model checking	
doi:10.1145/1047659.1040315	excluded	E7-duplicate-version	2005	Dynamic partial-order reduction for model checking software	partial-order-reduction	medium	Crossref journal-record alias of the retained POPL proceedings article	
doi:10.1145/2043556.2043582	screened		2011	Dynamic interface reduction	property-directed-reduction	high	Dynamically discovers component interface behavior and omits internal behavior that cannot propagate through the interface	
