key	status	code	year	title	relation	artifact	execution	goal	evidence	priority	relevance	url
doi:10.1109/tc.2022.3209923	excluded	E2-formal-hardware-without-execution	2022	A Framework for Design, Verification, and Management of SoC Access Control Systems						low	The expanded Aker framework verifies access-control properties across SoC layers rather than executing design paths symbolically.	https://doi.org/10.1109/tc.2022.3209923
doi:10.1109/tc.2025.3540647	excluded	E5-hardware-accelerates-software	2025	PQNTRU: Acceleration of NTRU-Based Schemes via Customized Post-Quantum Processor						low	PQNTRU is a customized processor accelerating post-quantum algorithms, not a symbolic executor of its own design.	https://doi.org/10.1109/tc.2025.3540647
doi:10.1109/tcad.2003.822105	excluded	E2-formal-hardware-without-execution	2004	Using Global Code Motions to Improve the Quality of Results for High-Level Synthesis						low	Global code motion improves HLS quality of results but performs neither symbolic execution nor path-feasibility-driven hardware validation.	https://doi.org/10.1109/tcad.2003.822105
doi:10.1109/tcad.2005.850814	excluded	E2-formal-hardware-without-execution	2005	An industrially effective environment for formal hardware verification						low	The title describes an industrial formal-hardware-verification environment but supplies no evidence that symbolic execution or selected STE is load-bearing.	https://doi.org/10.1109/tcad.2005.850814
doi:10.1109/tcad.2006.881333	excluded	E2-formal-hardware-without-execution	2006	A Framework for Automatic Design Validation of RTL Circuits Using ATPG and Observability-Enhanced Tag Coverage						low	This RTL validation framework uses ATPG and observability-enhanced tag coverage; neither the title nor record shows a load-bearing symbolic-execution mechanism.	https://doi.org/10.1109/tcad.2006.881333
doi:10.1109/tcad.2006.882511	excluded	E2-formal-hardware-without-execution	2007	Simulation-Based Bug Trace Minimization With BMC-Based Refinement						low	Butramin shortens concrete bug traces with simulation and BMC refinement; it does not explore alternative symbolic behaviors.	https://doi.org/10.1109/tcad.2006.882511
doi:10.1109/tcad.2010.2041846	excluded	E2-formal-hardware-without-execution	2010	Functional Test Generation Using Efficient Property Clustering and Learning Techniques						low	Functional tests are produced by property clustering and shared SAT/BMC knowledge, not symbolic design execution.	https://doi.org/10.1109/tcad.2010.2041846
doi:10.1109/tcad.2011.2173199	excluded	E4-analog-physical-or-postsilicon	2011	${\rm SPICE}^2$: Spatial Processors Interconnected for Concurrent Execution for Accelerating the SPICE Circuit Simulator Using an FPGA						low	SPICE² maps numerical SPICE circuit simulation onto an FPGA, so it concerns analog circuit simulation and acceleration rather than symbolic execution of a digital design.	https://doi.org/10.1109/tcad.2011.2173199
doi:10.1109/tcad.2012.2205148	excluded	E2-formal-hardware-without-execution	2012	Model-Based Virtual Prototype Acceleration						low	Model-based acceleration speeds virtual-prototype simulation, but the record does not turn prototype inputs, states, or paths into symbolic entities.	https://doi.org/10.1109/tcad.2012.2205148
doi:10.1109/tcad.2016.2611494	excluded	E2-formal-hardware-without-execution	2016	Towards a Verification Flow Across Abstraction Levels: Verifying Implementations Against Their Formal Specification						low	The cross-abstraction flow checks implementations against UML/OCL specifications and names no operational executor.	https://doi.org/10.1109/tcad.2016.2611494
doi:10.1109/tcad.2017.2705129	excluded	E4-analog-physical-or-postsilicon	2017	Analog Models Manipulation for Effective Integration in Smart System Virtual Platforms						low	Manipulating analog models for virtual platforms falls on the mixed-signal modeling side of the scope boundary.	https://doi.org/10.1109/tcad.2017.2705129
doi:10.1109/tcad.2018.2801239	excluded	E2-formal-hardware-without-execution	2018	Directed Test Generation for Validation of Cache Coherence Protocols						low	Cache-coherence tests derive from explicit state-space and quotient-transition analysis rather than symbolic/concolic execution.	https://doi.org/10.1109/tcad.2018.2801239
doi:10.1109/tcad.2018.2834421	excluded	E2-formal-hardware-without-execution	2018	TaintHLS: High-Level Synthesis for Dynamic Information Flow Tracking						low	TaintHLS synthesizes DIFT-enabled accelerator microarchitectures but never symbolically executes those designs.	https://doi.org/10.1109/tcad.2018.2834421
doi:10.1109/tcad.2018.2846638	excluded	E3-symbolic-method-without-path-execution	2018	Verifying SystemC Using Intermediate Verification Language and Stateful Symbolic Simulation						low	Stateful symbolic simulation is the paper's verification mechanism; it does not satisfy the revised path-conditioned execution test.	https://doi.org/10.1109/tcad.2018.2846638
doi:10.1109/tcad.2020.3019984	excluded	E2-formal-hardware-without-execution	2020	Scalable Activation of Rare Triggers in Hardware Trojans by Repeated Maximal Clique Sampling						low	TARMAC formulates rare-trigger activation as SMT-guided clique sampling, an ATPG technique rather than symbolic execution.	https://doi.org/10.1109/tcad.2020.3019984
doi:10.1109/tcad.2020.3047976	excluded	E7-secondary-or-insubstantial	2020	An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools						low	The overview of hardware security threats and tools is secondary literature.	https://doi.org/10.1109/tcad.2020.3047976
doi:10.1109/tcad.2021.3066560	parked		2022	RTL-ConTest: Concolic Testing on RTL for Detecting Security Vulnerabilities						medium	RTL-ConTest explicitly claims RTL concolic testing, but no primary full text was available to verify the concrete trace, path predicate, solving, and replay details.	https://doi.org/10.1109/tcad.2021.3066560
doi:10.1109/tcad.2022.3179307	excluded	E2-formal-hardware-without-execution	2022	SeVNoC: Security Validation of System-on-Chip Designs With NoC Fabrics						low	SeVNoC checks control-flow models against communication properties without operational symbolic SoC execution.	https://doi.org/10.1109/tcad.2022.3179307
doi:10.1109/tcad.2022.3209550	excluded	E5-hardware-accelerates-software	2022	SMT Solver With Hardware Acceleration						low	The proposed circuit accelerates SAT/SMT solving; it hosts formal-analysis computation instead of being analyzed.	https://doi.org/10.1109/tcad.2022.3209550
doi:10.1109/tcad.2023.3290537	excluded	E2-formal-hardware-without-execution	2023	Scalable Detection of Hardware Trojans Using ATPG-Based Activation of Rare Events						low	Rare Trojan events are activated through ATPG, N-detection, and clique methods, not symbolic path exploration.	https://doi.org/10.1109/tcad.2023.3290537
doi:10.1109/tcad.2024.3360318	excluded	E2-formal-hardware-without-execution	2024	Instiller: Toward Efficient and Realistic RTL Fuzzing						low	Instiller mutates concrete instructions using ant-colony guidance and lacks symbolic execution.	https://doi.org/10.1109/tcad.2024.3360318
doi:10.1109/tcad.2024.3376596	excluded	E2-formal-hardware-without-execution	2024	System-on-Chip Information Flow Validation Under Asynchronous Resets						low	This SoCCAR article extracts reset-related control-flow chains from CFGs but does not retain an operational concolic mechanism.	https://doi.org/10.1109/tcad.2024.3376596
doi:10.1109/tcad.2024.3387312	excluded	E2-formal-hardware-without-execution	2024	WAVING Goodbye to Manual Waveform Analysis in HDL Design With WAL						low	WAL automates inspection of concrete HDL waveforms; analyzing recorded traces does not symbolically execute the design that produced them.	https://doi.org/10.1109/tcad.2024.3387312
doi:10.1109/tcad.2025.3641038	deep-read		2026	Comparing Methods for the Cross-Level Verification of SystemC Peripherals With Symbolic Execution	core	mixed-level	classical	equivalence	experiment	critical	The cross-level study symbolically executes standalone and paired SystemC/RTL representations with explicit path states and feasibility solving, then reports witnesses and resource-qualified outcomes.	https://doi.org/10.1109/tcad.2025.3641038
doi:10.1109/tcasai.2024.3462692	excluded	E5-hardware-accelerates-software	2024	Towards Efficient Neuro-Symbolic AI: From Workload Characterization to Hardware Architecture						low	The proposed architecture accelerates neuro-symbolic AI workloads; symbolic reasoning is the workload, not an analysis of the accelerator's design.	https://doi.org/10.1109/tcasai.2024.3462692
doi:10.1109/tcsi.2022.3225208	excluded	E2-formal-hardware-without-execution	2022	Area-Efficient Number Theoretic Transform Architecture for Homomorphic Encryption						low	This is an efficient NTT circuit architecture for homomorphic encryption, not symbolic execution of that architecture.	https://doi.org/10.1109/tcsi.2022.3225208
doi:10.1109/tdsc.2004.2	excluded	E7-secondary-or-insubstantial	2004	Basic concepts and taxonomy of dependable and secure computing						low	This taxonomy defines dependable and secure computing concepts rather than contributing a primary hardware symbolic executor.	https://doi.org/10.1109/tdsc.2004.2
doi:10.1109/tdsc.2022.3160346	excluded	E1-software-or-firmware-only	2023	ENCIDER: Detecting Timing and Cache Side Channels in SGX Enclaves and Cryptographic APIs						low	ENCIDER dynamically symbolically executes SGX applications and crypto libraries under API/cache models; SGX hardware is contextual rather than the symbolic artifact.	https://doi.org/10.1109/tdsc.2022.3160346
doi:10.1109/tdsc.2024.3484015	excluded	E5-hardware-accelerates-software	2025	A Study in Specification and Hardware Runtime Verification of Critical Embedded Software						low	HARVEST implements an FPGA trace-analysis monitor for concrete embedded-software executions and fault effects; hardware hosts the monitor instead of being symbolically analyzed.	https://doi.org/10.1109/tdsc.2024.3484015
doi:10.1109/tencon.2017.8227972	excluded	E1-software-or-firmware-only	2017	A hybrid symbolic execution assisted fuzzing method						low	This generic hybrid symbolic-execution-assisted fuzzer does not identify a hardware model and is a software testing method.	https://doi.org/10.1109/tencon.2017.8227972
doi:10.1109/test.1989.82357	excluded	E4-analog-physical-or-postsilicon	2003	Testability expertise and test planning from high-level specifications						low	The Prolog models support board and ASIC testability planning, scan insertion, scheduling, and final test-program construction, placing the contribution in manufacturing-oriented test analysis.	https://doi.org/10.1109/test.1989.82357
doi:10.1109/test.2015.7342387	excluded	E2-formal-hardware-without-execution	2015	Hardware Trojans hidden in RTL don't cares — Automated insertion and prevention methodologies						low	The work inserts and prevents Trojans hidden in RTL don't-care regions, but no symbolic execution is identified as the insertion or detection mechanism.	https://doi.org/10.1109/test.2015.7342387
doi:10.1109/test.2017.8242038	excluded	E8-duplicate-or-superseded	2017	RTL functional test generation using factored concolic execution						low	The ITC paper is represented by the complete primary thesis t:rtlfunctionaltestgenerationusingfactoredconcolicexecution, which exposes the mechanism and evaluation needed for strict inclusion.	https://doi.org/10.1109/test.2017.8242038
doi:10.1109/test.2018.8624854	included		2018	Scalable Hardware Trojan Activation by Interleaving Concrete Simulation and Symbolic Execution	core	rtl	concolic	security	experiment	high	The method alternates concrete RTL simulation with symbolic constraint solving at selected rare branches, then replays satisfying vectors to activate hardware Trojans.	https://doi.org/10.1109/test.2018.8624854
doi:10.1109/tetc.2013.2294918	excluded	E2-formal-hardware-without-execution	2014	Reverse Engineering Digital Circuits Using Structural and Functional Analyses						low	Structural and functional analyses reconstruct digital circuits for reverse engineering, but no solver-directed execution of design paths is identified.	https://doi.org/10.1109/tetc.2013.2294918
doi:10.1109/tifs.2025.3531239	excluded	E4-analog-physical-or-postsilicon	2025	CiseLeaks: Information Leakage Assessment of Cryptographic Instruction Set Extension Prototypes						low	CiseLeaks evaluates power and electromagnetic signatures of cryptographic-extension prototypes through firmware workloads.	https://doi.org/10.1109/tifs.2025.3531239
doi:10.1109/tifs.2025.3583244	excluded	E1-software-or-firmware-only	2025	FirmWall: Directed Symbolic Execution of Firmware Binaries for Defending Against Unauthorized System Calls						low	FirmWall performs directed symbolic execution of root-of-trust firmware binaries, not the root-of-trust hardware design.	https://doi.org/10.1109/tifs.2025.3583244
doi:10.1109/tns.2006.876508	excluded	E4-analog-physical-or-postsilicon	2006	A Highly Flexible Hardened RTL Processor Core Based on LEON2						low	The LEON2 work is about radiation-hardening a processor implementation, placing its principal concern in physical reliability rather than symbolic design execution.	https://doi.org/10.1109/tns.2006.876508
doi:10.1109/tpds.2002.1011412	excluded	E2-formal-hardware-without-execution	2002	Specifying and verifying a broadcast and a multicast snooping cache coherence protocol						low	The cache-coherence work specifies and verifies a protocol through formal methods, without an operational hardware symbolic executor.	https://doi.org/10.1109/tpds.2002.1011412
doi:10.1109/tr.2014.2363153	excluded	E1-software-or-firmware-only	2015	Test Generation for Embedded Executables via Concolic Execution in a Real Environment						low	The method concolically generates tests for embedded executables in a real environment; the hardware remains concrete.	https://doi.org/10.1109/tr.2014.2363153
doi:10.1109/tse.2014.2323977	excluded	E1-software-or-firmware-only	2014	SymbexNet: Testing Network Protocol Implementations with Symbolic Execution and Rule-Based Specifications						low	SymbexNet symbolically executes network-protocol software against rule specifications, with no RTL, HDL, netlist, or other hardware-design model in the executed artifact.	https://doi.org/10.1109/tse.2014.2323977
doi:10.1109/tse.2023.3252671	excluded	E1-software-or-firmware-only	2023	LeakageVerif: Efficient and Scalable Formal Verification of Leakage in Symbolic Expressions						low	LeakageVerif proves leakage properties of symbolic expressions derived from cryptographic implementations, not executions of RTL or another digital-design model.	https://doi.org/10.1109/tse.2023.3252671
doi:10.1109/tvlsi.2024.3510682	excluded	E2-formal-hardware-without-execution	2024	Re-Pen: Reinforcement Learning-Enforced Penetration Testing for SoC Security Verification						low	Re-Pen uses reinforcement learning and particle-swarm optimization to mutate concrete SoC penetration tests.	https://doi.org/10.1109/tvlsi.2024.3510682
doi:10.1109/vdat53777.2021.9601109	excluded	E2-formal-hardware-without-execution	2021	Formal Verification and Analysis of a Pseudo Random Number Generator						low	The PRNG RTL is checked through logical equivalence, model checking, property verification, statistics, and physical measurements; no operational symbolic execution is reported.	https://doi.org/10.1109/vdat53777.2021.9601109
doi:10.1109/vlsi-soc62099.2024.10767804	excluded	E2-formal-hardware-without-execution	2024	SystemVerilog-SystemC TestBench Architecture for VLSI Chip Design Verification						low	The SystemVerilog/SystemC testbench uses faster concrete reference-model simulation to verify a RISC-V execution unit; the abstract gives no symbolic inputs or constraints.	https://doi.org/10.1109/vlsi-soc62099.2024.10767804
doi:10.1109/vlsi.design.2010.54	excluded	E2-formal-hardware-without-execution	2010	RTL Hardware IP Protection Using Key-Based Control and Data Flow Obfuscation						low	Key-based control/data-flow obfuscation protects RTL IP but does not symbolically execute it.	https://doi.org/10.1109/vlsi.design.2010.54
doi:10.1109/vlsid.2007.46	excluded	E4-analog-physical-or-postsilicon	2007	Automatic Power Modeling of Infrastructure IP for System-on-Chip Power Analysis						low	The automatic model estimates SoC infrastructure-IP power, a physical implementation quantity, rather than symbolically executing the IP's functional state transitions.	https://doi.org/10.1109/vlsid.2007.46
doi:10.1109/vlsid.2013.209	excluded	E2-formal-hardware-without-execution	2013	Formal Verification of Hardware / Software Power Management Strategies						low	The mixed power-management implementation is formally verified, but no explicit symbolic-execution mechanism is reported.	https://doi.org/10.1109/vlsid.2013.209
doi:10.1109/vlsid.2014.25	deep-read		2014	Scalable Test Generation by Interleaving Concrete and Symbolic Execution	core	hdl-other	concolic	test-coverage	experiment	critical	The full paper executes instrumented HDL concretely, reconstructs symbolic constraints over the observed trace, solves a selected alternative, and replays the directed test on the design.	https://doi.org/10.1109/vlsid.2014.25
doi:10.1109/vlsisata69163.2026.11610302	excluded	E5-hardware-accelerates-software	2026	BHARAT-TPM: Micro-Architecture Design of AXI Enabled AES Hardware Accelerator for RISC-V Trusted Platform Module						low	BHARAT-TPM implements AES as a RISC-V coprocessor and validates it with fixed NIST vectors and commands, making acceleration—not symbolic RTL execution—the contribution.	https://doi.org/10.1109/vlsisata69163.2026.11610302
doi:10.1109/vts.2012.6231062	excluded	E2-formal-hardware-without-execution	2012	Proof carrying-based information flow tracking for data secrecy protection and hardware trust						low	Proof-carrying IFT gives Verilog semantics in Coq and proves secrecy labels rather than executing RTL.	https://doi.org/10.1109/vts.2012.6231062
doi:10.1109/vts60656.2024.10538813	excluded	E2-formal-hardware-without-execution	2024	Static Gate-Level Information Flow for Hardware Information Security with Bounded Model Checking						low	Static gate-level IFT is coupled with bounded model checking, with no operational symbolic-execution engine.	https://doi.org/10.1109/vts60656.2024.10538813
doi:10.1109/vts65138.2025.11022839	excluded	E7-secondary-or-insubstantial	2025	Special Session: Bringing Symbolic Execution to the Security Verification of Hardware Designs						low	This is explicitly a special-session overview about bringing symbolic execution to hardware security, not a standalone primary technical contribution.	https://doi.org/10.1109/vts65138.2025.11022839
doi:10.1109/wcre.2013.6671323	excluded	E1-software-or-firmware-only	2013	Specification extraction by symbolic execution						low	Specification extraction by symbolic execution is a software reverse-engineering method with no hardware design participant shown.	https://doi.org/10.1109/wcre.2013.6671323
doi:10.1109/wetice49692.2020.00051	excluded	E3-symbolic-method-without-path-execution	2020	Optimized Hardware/Software Co-Verification using the UCLID Satisfiability Modulo Theory Solver						low	The UCLID co-verification workflow performs symbolic simulation of hardware/software processes rather than path-conditioned execution as operationally defined here.	https://doi.org/10.1109/wetice49692.2020.00051
doi:10.1109/wsc.2018.8632395	excluded	E2-formal-hardware-without-execution	2018	CO-SIMULATION OF HARDWARE RTL AND SOFTWARE SYSTEM USING FMI						low	FMI coordinates concrete RTL and software simulators; co-simulation alone does not introduce symbolic values, constraint solving, or path exploration.	https://doi.org/10.1109/wsc.2018.8632395
doi:10.1112/s1461157000000693	excluded	E7-secondary-or-insubstantial	2002	Programming Combinations of Deduction and BDD-based Symbolic Calculation						low	Programming combinations of deduction and BDD calculation is automated-reasoning infrastructure; no hardware model is executed and no direct selected-lineage role is shown.	https://doi.org/10.1112/s1461157000000693
doi:10.1140/epjc/s10052-011-1742-y	excluded	E6-out-of-scope-artifact	2011	WHIZARD—simulating multi-particle processes at LHC and ILC						low	WHIZARD simulates particle-physics processes at colliders, not digital hardware designs.	https://doi.org/10.1140/epjc/s10052-011-1742-y
doi:10.1140/epjqt/s40507-023-00166-1	excluded	E6-out-of-scope-artifact	2023	Robustness of quantum reinforcement learning under hardware errors						low	The paper studies quantum reinforcement learning under hardware errors, placing the artifact in quantum computing rather than classical digital design.	https://doi.org/10.1140/epjqt/s40507-023-00166-1
doi:10.1145/1014188.803015	excluded	E2-formal-hardware-without-execution	1979	Hardware and software tools for the development of a micro-programmed microprocessor						low	Development tools for a microprogrammed processor do not imply symbolic execution of the processor design.	https://doi.org/10.1145/1014188.803015
doi:10.1145/1016568.1016591	parked		2004	TheoSim						medium	Strict re-review remains unresolved: The name “TheoSim” suggests a theorem/simulation hardware tool, but absent title detail or abstract its artifact and symbolic mechanism cannot be established.	https://doi.org/10.1145/1016568.1016591
doi:10.1145/1057387.1057388	excluded	E1-software-or-firmware-only	2005	Symbolic bounds analysis of pointers, array indices, and accessed memory regions						low	Pointer and array-bounds analysis is software memory analysis, not hardware-design execution.	https://doi.org/10.1145/1057387.1057388
doi:10.1145/1064978.1065036	excluded	E1-software-or-firmware-only	2005	DART						low	DART directs alternative paths through compiled C programs; hardware is absent from the tested object.	https://doi.org/10.1145/1064978.1065036
doi:10.1145/1071604.1071607	excluded	E1-software-or-firmware-only	2005	Fast and efficient searches for effective optimization-phase sequences						low	Searching compiler optimization-phase sequences optimizes software compilation and does not execute a hardware design.	https://doi.org/10.1145/1071604.1071607
doi:10.1145/1081706.1081750	excluded	E1-software-or-firmware-only	2005	CUTE						low	CUTE concolically unit-tests C functions using symbolic memory graphs and does not target a digital design.	https://doi.org/10.1145/1081706.1081750
doi:10.1145/1095430.1081750	excluded	E8-duplicate-or-superseded	2005	CUTE						low	This CUTE metadata record repeats the paper already represented by DOI 10.1145/1081706.1081750.	https://doi.org/10.1145/1095430.1081750
doi:10.1145/1146909.1147178	excluded	E2-formal-hardware-without-execution	2006	Early cutpoint insertion for high-level software vs. RTL formal combinational equivalence verification						low	The work verifies software-versus-RTL combinational equivalence using cutpoints, an equivalence-checking method without operational symbolic execution.	https://doi.org/10.1145/1146909.1147178
doi:10.1145/123186.123223	excluded	E2-formal-hardware-without-execution	1990	Sequential circuit verification using symbolic model checking						low	This is explicitly symbolic model checking of sequential circuits, outside the survey's operational-execution core.	https://doi.org/10.1145/123186.123223
doi:10.1145/123186.123240	excluded	E3-symbolic-method-without-path-execution	1990	Coded time-symbolic simulation using shared binary decision diagram						low	Final selective-lineage review excludes Coded time-symbolic simulation using shared binary decision diagram: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1145/123186.123240
doi:10.1145/123186.128296	excluded	E3-symbolic-method-without-path-execution	1990	Symbolic simulation---techniques and applications						low	Final selective-lineage review excludes Symbolic simulation---techniques and applications: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1145/123186.128296
doi:10.1145/1232420.1232423	excluded	E1-software-or-firmware-only	2007	Saturn						low	Saturn is a scalable static analyzer for C programs, with no hardware description participating in its analysis.	https://doi.org/10.1145/1232420.1232423
doi:10.1145/1269843.1269854	excluded	E2-formal-hardware-without-execution	2007	Efficient event-driven simulation of parallel processor architectures						low	The generated architecture models are concrete event-driven instruction-set simulators, not symbolic executors.	https://doi.org/10.1145/1269843.1269854
doi:10.1145/1275521.1275529	excluded	E7-secondary-or-insubstantial	2003	Superscalar out-of-order demystified in four instructions						low	This teaching project asks students to implement a four-instruction out-of-order Verilog core and contributes no symbolic-analysis technique.	https://doi.org/10.1145/1275521.1275529
doi:10.1145/127601.127701	excluded	E3-symbolic-method-without-path-execution	1991	Formal hardware verification by symbolic ternary trajectory evaluation						low	Symbolic ternary trajectory evaluation is a foundational hardware formal method, but trajectories are abstract symbolic states rather than feasibility-selected executions under the core definition.	https://doi.org/10.1145/127601.127701
doi:10.1145/1289927.1289937	excluded	E1-software-or-firmware-only	2007	Verification of device drivers and intelligent controllers						low	The abstract motivates verifying drivers with intelligent controllers but describes neither a symbolic hardware model nor its execution.	https://doi.org/10.1145/1289927.1289937
doi:10.1145/1321631.1321746	excluded	E7-secondary-or-insubstantial	2007	Concolic testing						low	This tutorial explains concolic testing through C and Java applications rather than presenting a hardware study.	https://doi.org/10.1145/1321631.1321746
doi:10.1145/1391469.1391475	excluded	E7-secondary-or-insubstantial	2008	Parallelizing CAD						low	This research-position article advocates parallel CAD frameworks without contributing a specific hardware verifier.	https://doi.org/10.1145/1391469.1391475
doi:10.1145/1391469.1391708	excluded	E2-formal-hardware-without-execution	2008	Predictive runtime verification of multi-processor SoCs in SystemC						low	Predictive runtime verification observes concrete multiprocessor-SoC executions in SystemC and extrapolates violations without symbolically executing alternative paths.	https://doi.org/10.1145/1391469.1391708
doi:10.1145/1391956.1391959	excluded	E1-software-or-firmware-only	2008	XARK						low	XARK recognizes computational kernels in program representations using symbolic analysis; it does not symbolically execute generated hardware.	https://doi.org/10.1145/1391956.1391959
doi:10.1145/143365.143488	excluded	E1-software-or-firmware-only	1992	Design and evaluation of a compiler algorithm for prefetching						low	The prefetching compiler algorithm transforms software and supplies no symbolic hardware-model execution.	https://doi.org/10.1145/143365.143488
doi:10.1145/1508244.1508258	excluded	E2-formal-hardware-without-execution	2009	Complete information flow tracking from the gates up						low	The architecture tracks explicit and implicit information flows by construction, not through symbolic path execution.	https://doi.org/10.1145/1508244.1508258
doi:10.1145/1514894.1514924	excluded	E6-out-of-scope-artifact	2009	Automatic verification of data-centric business processes						low	The formal objects are data-centric business-process workflows, not software binaries, firmware, or digital hardware designs.	https://doi.org/10.1145/1514894.1514924
doi:10.1145/1531542.1531637	excluded	E3-symbolic-method-without-path-execution	2009	Enhancing bug hunting using high-level symbolic simulation						low	Final selective-lineage review excludes Enhancing bug hunting using high-level symbolic simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1145/1531542.1531637
doi:10.1145/1542476.1542517	excluded	E1-software-or-firmware-only	2009	Snugglebug						low	Snugglebug performs demand-driven symbolic analysis of object-oriented programs and frameworks.	https://doi.org/10.1145/1542476.1542517
doi:10.1145/1543135.1542517	excluded	E8-duplicate-or-superseded	2009	Snugglebug						low	This entry is a second bibliographic manifestation of the Snugglebug paper represented immediately above.	https://doi.org/10.1145/1543135.1542517
doi:10.1145/157485.164981	excluded	E3-symbolic-method-without-path-execution	1993	Linking BDD-based symbolic evaluation to interactive theorem-proving						low	Final selective-lineage review excludes Linking BDD-based symbolic evaluation to interactive theorem-proving: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1145/157485.164981
doi:10.1145/1592761.1592781	excluded	E7-secondary-or-insubstantial	2009	Model checking						low	The Communications of the ACM “Model checking” article is general explanatory literature, not a primary symbolic hardware-execution system.	https://doi.org/10.1145/1592761.1592781
doi:10.1145/1669112.1669174	excluded	E2-formal-hardware-without-execution	2009	Execution leases						low	Execution leases define an information-flow architecture with proof obligations but no symbolic design executor.	https://doi.org/10.1145/1669112.1669174
doi:10.1145/1706299.1706311	excluded	E1-software-or-firmware-only	2010	A simple, verified validator for software pipelining						low	The verified validator checks a compiler's software-pipelining transformation, not a hardware implementation or executable hardware model.	https://doi.org/10.1145/1706299.1706311
doi:10.1145/1755913.1755946	excluded	E1-software-or-firmware-only	2010	Execution synthesis						low	“Execution synthesis” is a programming-languages technique for constructing software executions, and the record gives no hardware design as the synthesized or executed object.	https://doi.org/10.1145/1755913.1755946
doi:10.1145/177492.177725	excluded	E2-formal-hardware-without-execution	1994	Model checking and modular verification						low	The paper concerns model checking and modular verification, an excluded formal genre absent operational symbolic execution.	https://doi.org/10.1145/177492.177725
doi:10.1145/1806799.1806864	excluded	E1-software-or-firmware-only	2010	Using symbolic evaluation to understand behavior in configurable software systems						low	Symbolic evaluation is used to understand configurable software-system behavior and no hardware model participates.	https://doi.org/10.1145/1806799.1806864
doi:10.1145/1810891.1810912	excluded	E7-secondary-or-insubstantial	2010	Performance evaluation and model checking join forces						low	This Communications of the ACM piece conceptually combines performance evaluation and model checking; it is not a primary symbolic hardware executor.	https://doi.org/10.1145/1810891.1810912
doi:10.1145/182987.184077	excluded	E1-software-or-firmware-only	1994	Design for testability in object-oriented systems						low	“Design for testability” is applied to object-oriented software systems rather than RTL or another digital circuit design.	https://doi.org/10.1145/182987.184077
doi:10.1145/183019.183032	excluded	E1-software-or-firmware-only	1994	Shade: a fast instruction-set simulator for execution profiling						low	Shade profiles concrete instruction-set execution and does not symbolically analyze the processor design.	https://doi.org/10.1145/183019.183032
doi:10.1145/1831708.1831732	excluded	E1-software-or-firmware-only	2010	Parallel symbolic execution for structural test generation						low	“Structural test generation” here uses parallel symbolic execution to cover program structure; no RTL, HDL, or other digital hardware artifact is identified.	https://doi.org/10.1145/1831708.1831732
doi:10.1145/1831708.1831733	excluded	E1-software-or-firmware-only	2010	Exploiting program dependencies for scalable multiple-path symbolic execution						low	Multiple-path symbolic execution with program dependencies is a software scaling technique without a hardware subject.	https://doi.org/10.1145/1831708.1831733
doi:10.1145/1858996.1859035	excluded	E1-software-or-firmware-only	2010	Symbolic PathFinder						low	Symbolic PathFinder analyzes Java programs, not digital hardware.	https://doi.org/10.1145/1858996.1859035
doi:10.1145/1866307.1866373	excluded	E1-software-or-firmware-only	2010	Symbolic security analysis of ruby-on-rails web applications						low	Rubyx symbolically executes Ruby-on-Rails applications to find web vulnerabilities, not hardware flaws.	https://doi.org/10.1145/1866307.1866373
doi:10.1145/195473.195579	excluded	E2-formal-hardware-without-execution	1994	Hardware support for fast capability-based addressing						low	Hardware support for capability-based addressing is an architecture contribution without symbolic verification execution.	https://doi.org/10.1145/195473.195579
doi:10.1145/195473.195583	excluded	E2-formal-hardware-without-execution	1994	The effectiveness of multiple hardware contexts						low	The work evaluates the effectiveness of multiple hardware contexts as an architecture technique, not symbolic execution for verification.	https://doi.org/10.1145/195473.195583
doi:10.1145/1961296.1950396	excluded	E1-software-or-firmware-only	2011	S2E						low	S2E is a selective symbolic-execution platform for software systems and this record does not make a hardware design the symbolic artifact.	https://doi.org/10.1145/1961296.1950396
doi:10.1145/196244.196575	excluded	E3-symbolic-method-without-path-execution	1994	Formally verifying a microprocessor using a simulation methodology						low	Final selective-lineage review excludes Formally verifying a microprocessor using a simulation methodology: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1145/196244.196575
doi:10.1145/1966445.1966463	excluded	E1-software-or-firmware-only	2011	Parallel symbolic execution for automated real-world software testing						low	Cloud9 parallelizes symbolic execution of POSIX servers, interpreters, and utilities rather than HDL models.	https://doi.org/10.1145/1966445.1966463
doi:10.1145/1985793.1985838	excluded	E1-software-or-firmware-only	2011	Symbolic model checking of software product lines						low	The symbolic model checker analyzes variability across software product lines, without any hardware design in scope.	https://doi.org/10.1145/1985793.1985838
doi:10.1145/1985793.1985995	excluded	E7-secondary-or-insubstantial	2011	Symbolic execution for software testing in practice						low	This impact report reviews classical and modern symbolic execution for software testing without a primary hardware method.	https://doi.org/10.1145/1985793.1985995
